ID,explain_money,classification
R_1jcb4o3YdMmlqG5,Same reasoning as above. It would be fair if we each get $5,SOCIALNORM
R_6jqwPYzTBXDPlgB,I was given the money. I am not close with my pairing and therefore I would keep all $10 for myself.,OTHER
R_1PBdvqh30rzB7Vh,I simply split the money between us both ($5 each) because I found that to be the fairest. It simply makes the most sense to split the money.,SOCIALNORM
R_1N9YK0Ms5Qn24O0,It's fairest to split the money evenly,SOCIALNORM
R_5LYwXdzgCScn7hW,"I would also split this down the middle, 5 each. I would do this because I believe that this is fair and would hope someone would do the same thing for me!",SOCIALNORM
R_3rJOtojXi51bfIv,"I chose to take all $10. I did this because it is $10. I could ese this money to get dinner after this or something. I would feel bad to my partner though, but we could always arrange something.",OTHER
R_5dArMuO15CPgMKr,I just split it in half to be fair ($5 for me and $5 for her). I did this so I would not feel guilty about taking more money and leaving her with less.,SOCIALNORM
R_5HqvU7MEp91kr7a,"I believe it's only fair to split the $10 with my partner, so I would split it evenly by giving each of us $5. I think it would be rude to keep all of the money for myself when situated it in front of another person.",SOCIALNORM
R_65FV7Anb2apCFek,I decided to split the money evenly between us because i feel that it is fair. i also thought that it would be awkward if i theoretically had to divide the money in front of him. i wouldn't want to come off as greedy,SOCIALNORM
R_7v2336zpdg3pC4x,"Because I would feel selfish keeping all 10, and I would feel better giving away half than keeping it.",SOCIALNORM
R_1cjysXzNynGbFdq,"Similar to the pens, I would feel bad if I did not split the money evenly with the other person. The paired partner was nice and I feel like we deserve the same amount of money.",SOCIALNORM
R_1jYvCR85auzyVDa,5 dollars and 10 dollars won't make much of a difference to me so I may as well give my partner 5 too. I would want him to do that for me if roles were reversed.,SOCIALNORM
R_5nCKgQjT8UgRTwt,"I decided to split the money in half, $5 each. He seems like a nice person and that is the fair thing to do.",SOCIALNORM
R_60Iuo2PXsDFtFKQ,I chose to split it evenly. I did this because that's the fair way.,SOCIALNORM
R_1q7Jr2YjkezRR2w,"I just met my partner today during this study, and in the few minutes we spoke, we never discussed nor indicated financial need. Since I was not given much context as to why I was given this money, I didn't really feel a need to offer up any of it or split it up in any way because I had just met her.",OTHER
R_7G6rdXvb2WE9i7F,I did 5 and 5. I wanted it to be equal.,SOCIALNORM
R_7mW8gPkze59IeE6,I don't feel compelled to give someone I just met a portion of my money. He said nothing about needing it and I have no connection to him.,OTHER
R_5LLmwpU9G1WTwdg,"If this exercise were with someone I was unlikely to see again, I would take all 10 dollars. However, being reasonable (as opposed to greedy) is a good way to create connections. Honestly, upon further reflection, I may give all 10 dollars to my partner in hopes that they'll repay the favor someday in another small way.",SOCIALNORM
R_7zIs6w72BGyCuK5,"I believe that it is always good to put others before yourself. Therefore, if it means giving them more to help them out I would.",SOCIALNORM
R_13Mems8JdCBG3XX,I gave them $5 dollars of the 10 because it just seemed fair to split it evenly. I don't know them that well but it seemed like the nice thing to do.,SOCIALNORM
R_1nnoY3uohywtQ6R,We both did the same amount of work here and were partners. That made me decide to share.,SOCIALNORM
R_3EWduXOxjyk26u2,It is a fair way of sharing the money we receive for the study. We both have to put effort into it so we both should profit from it.,SOCIALNORM
R_57AAiru2ik2O9Vf,I prefer to share as it can be mutually beneficial. I look selfish if I take more money and leave my partner with less.,SOCIALNORM
R_33gyivh9W8nnve7,Same reason as the pens. I believe that it is only fair for us to both be given an even amount of whatever was given. We are both here now and also it is only 10 dollars to split not like it is a crazy amount of money,SOCIALNORM
R_12nWCBToMTvHzUd,I split it evenly as that is fair since we both participated in the study. That is morally the right thing to do.,SOCIALNORM
R_5Q6kI007juCSTtx,I gave myself $5 and her $5 because she is also a participant and knows how much I would have taken. I wanted to make it fair and even because I did not want her upset or to get a bad impression of me.,SOCIALNORM
R_5sUdSEAJx37b50a,I gave myself an extra dollar because I felt like I deserved something extra for giving him more than $1. I could have given him $5 but I hope he also gave himself an extra dollar so both of us end up with $10 anyway.,DESIRABILITY
R_6dIfH3gLe29ihLH,I gave me and the other person 5 dollars each. This is to be fair and split the money evenly.,SOCIALNORM
R_3Dbvrz3vTEnCudu,"I want all the money for myself, as it is not worth splitting $10 in my opinion.",OTHER
R_3QJHEs8JgURm8WF,"I would allocate half of the dollars to my partner and half to myself because I think that is a fair split. Because we don't know each other very well, I can't see us having reasons as to not giving each other none or all of the money.",SOCIALNORM
R_6ekcmtycYXMVHJD,It's such a small amount that I don't mind splitting the money evenly.,SATIATION
R_31fgDUEV4fyZFBv,"I gave each of us an equal amount because I thought it was the morally right thing to do. Also, I was imagining a circumstance where we could each get something for $5 (i.e. Dunkin or Starbucks).",SOCIALNORM
R_7Fu3cilVl8t2LBi,"Everyone likes money. I'm sure she would do the same, it's only fair to split it in half.",SOCIALNORM
R_5DZviTMJCc4mzxC,"I feel that it is fair to split it even, especially since we both do not know each other's circumstances and briefly met. I also don't want someone I just met to feel like I am inconsiderate, and I would feel bad taking any more money than half.",SOCIALNORM
R_6MLGD005V4oMhPA,"For this I more so leaned into the math logic and only used that to determine my answer since money is more of a necessity than ballpoint pens. I felt since I had a partner for this study, and we talked and got to know each other slightly before starting, I wanted to not keep all the money to myself and thought it would be kind to divvy it up evenly as a nice gesture.",SOCIALNORM
R_1VBCcbo8kJWQRd3,"I split down the center to keep it fair, so we get an equal amount.",SOCIALNORM
R_31mqQNtXiaNDvyB,"The person that I met was nice and easy to talk to. So, I figured we should have an even split of the 10 dollars.",SOCIALNORM
R_5bV3hF4RZdnCPPO,"I just thought it was fair that if we were both allocated 10$ for the study, and we both split the 10, we would both have 10 $1 bills.",SOCIALNORM
R_5pE6M5MtgyeOLMe,i JUST DECIDED TO split it in half. I do not know the other person but it is only ten dollars. it is not like it is a lot of money. it would probably be awkward if i tried to take all 10,SOCIALNORM
R_37h7KeGM3lLFgTT,I also split this down the middle because I thought it would be rude if I didn't evenly share something when we got something when we were partnered together. I would also hope that she would split the money evenly with me.,SOCIALNORM
R_3YXuAls6aqx6HIa,We both participated in this so we both deserve the same amount,SOCIALNORM
R_1Apjhgn7I9gIE3T,"Money is always fun to have but can lead to arguments, so it is better to split the money evenly between us and we each get an extra $5 that we wouldn't have had before",SOCIALNORM
R_1lZUsUPigHomyiZ,Because I want the money. And I give my partner 0.1 since I am a friendly person,DESIRABILITY
R_6HBNs1JOenfx2Kc,I don't know this person that well so why would I give them money. I would just keep the money.,OTHER
R_6o7pZVkZa6FIbhL,"From our rushed conversation, i did not experience or receive anything from it. Additionally, my partner asked me the same questions multiple times because he was not paying attention the first time. i would allocate him 0 as a result",OTHER
R_1Eyj1iiInL4hlKz,"I chose to split the value of money evenly because as much as I could use $10, I would want the other person to have an equal amount of gift. We could both benefit from $5, but one of us may need the money more than the other so giving someone the full amount would be unfair.",SOCIALNORM
R_6Nhr4PsJ8LEoe7a,"I don't need ten dollars right now in my life, and maybe they do.",SATIATION
R_7YJkkoFBcs1AhA5,"Splitting it up evenly is the most fair. Because we do not know each other, there would be no incentive to make it uneven.",SOCIALNORM
R_3R9jIJa44nfs8pP,If we were given $10 I would split it evenly between the both of us.,SOCIALNORM
R_3E4ndeq7iwlGRek,I gave 5 dollars to both of us. I did this to keep things equal.,SOCIALNORM
R_3C28cmPxYJrTsSy,I decided to keep all the money because I don't know the other participant at all.,SOCIALNORM
R_7Q0KNcwFENdFYbS,"I do not know this person, and there is no incentive outside of this study, so splitting seems the most rational decision.",SOCIALNORM
R_6dmNDZNETS29MBO,"If I were just given $10, I would evenly divide it between me and my partner. This ensures neither one of us ends upset by allocating more for myself or more to my partner.",SOCIALNORM
R_7tsbJYkwDT0mrSg,I split the $10 between us like the ball point pens. I had the same reasoning as its fair.,SOCIALNORM
R_7KLyh9zZONWoeQ1,Wanted most of it but didnt need all of it. So I gave him 20%.,SATIATION
R_7QGy7baxYxje71n,"I think its even to give us each the same amount of money, I don't want to cheat the other person and take it all, so I would split it between us. That seems like the fair option.",SOCIALNORM
R_6CrcILUzdu3TwYh,It is the fairest option. We both benefit from splitting the $10 in half.,SOCIALNORM
R_1rv3PwiOhWkCz1w,Splitting it evenly is the most morally justifiable action with this fortune,SOCIALNORM
R_1EL999ksllBioH9,"I would really benefit from some money right now, funds are low so an extra $5 could be some gas or even a little treat for myself or a friend.  I don't know the other person enough to know their financial situation, but either way who am I to say that they would deserve less money than me.  Either way its fair, if I had an abundance of money right now then I would give most of the $10 away, but since it's something I'm in need for I figure splitting it is fair.",SOCIALNORM
R_14issEJrXpDGDXT,"I decided once again to split the $10 evenly. This would mean that we would each receive $5. I don't believe there is a reason one of us should receive more than the other person. We aren't losing any money in this scenario, so I feel that it is morally right to split the money evenly.",SOCIALNORM
R_6eLgcCQkNvrgMrE,This seemed the most reasonable. I have no reason to gain any more/less than this person.,SOCIALNORM
R_58ZH34UwsgOlua9,We both could use 10 dollars equally so I believe its fair to split it between us equally.,SOCIALNORM
R_7fD07WU2BHnrOE1,"Once again, we should split it equally. I believe in karma and honestly he probably needs the money as bad as I do.",SOCIALNORM
R_138O30aAad6sXFi,"I thought it was fair for both of us, also nice thing to do.",SOCIALNORM
R_5AxZeYO1PZGBr8t,It's fair to share the same amount of money with each other. Both could potentially buy something for the same price together and enjoy an equal amount of goods.,SOCIALNORM
R_7U3AWsnOVMI7Fo8,It is even split and fair,SOCIALNORM
R_7eOS2mSLrCD3gwh,"I decided to split the $10. If we are randomly partnered, neither of us did anything to deserve more over the other, so I kept it equal.",SOCIALNORM
R_5Li2J2EWjSAXOkj,"For the dollars, I decided to split it evenly as well. So, I get 5 dollars, and the other participant gets 5 as well. Even though I don't know the other person, I think that it is just fair and the right thing to do. I wouldn't want to take more than I have to, and I want everyone to feel included and get the same amount.",SOCIALNORM
R_39P74NKaLpPLunL,I will give her 5 dollars. I need make sure my partner get equal profit to work with me.,SOCIALNORM
R_6HzrYRfPUPGqzVQ,"Given that I was given the money to allocate out, I see no reason to allocate it. They had not performed a task that necessitated that deserving the money, and while I have not either, I was given the money and they were not. I would not expect them to give me money had the money been given to them.",SOCIALNORM
R_3XV1lVKMJW4Vgk1,I assumed both of us want money so it seemed fair to split it straight down the middle. I would not want him to take more than half of the money so I acted how I would want him to act.,SOCIALNORM
R_1VCOXoB5X9Kwg7o,I choose to split the money evenly because we could both benefit somehow from the $5. Additionally it is fair to split this resource evenly since we do not know each other well enough to understand each others financial history.,SOCIALNORM
R_524x5XFRxXUcgVh,"since we were partners, it is only fair to split the money evenly between. Especially since it is during a study, the money would not have been given to me if we bother weren't there, so it was only fair",SOCIALNORM
R_7F6HMSmBs1PtO0x,I have myself 8 dollars and my partner two. I did this because I do not really know them. I also would use these dollar bills for my laundry,SOCIALNORM
R_7JKoyjKFQCvQdJP,"its pretty simple, even if i wanted more than 5 dollars, It would be unjust for me to take more than 5. also if my partner knows how many dollars there were.",SOCIALNORM
R_3hrUXlugrtOAqh1,"might as well split the money, I did it even. just found out shes my neighbor too",SOCIALNORM
R_5uVS7VdkVoTg8pn,I do not know them and think it is fair to allocate the money in a fair and even way. Splitting the money 50/50 could leave us both satisfied and not envious at the other.,SOCIALNORM
R_5zMD7SzDZaj1s7v,I did not allocate any money to the other participant because I am greedy and could use it to buy a Starbucks grilled cheese.,OTHER
R_5M6QhD1h3m4GswV,it would be more equal,SOCIALNORM
R_7Gqh4Z8nvoQoRkB,"Well, I could definitely use all $10 because money is tight. Although I don't know my study partners financial situation, so it is only fair to split it.",SOCIALNORM
R_53irJOPhVjnD9MR,I think also a lot of problems can come with money. But being able to split the money equally would be able to deem the student as a nice person.,SOCIALNORM
R_5mdDsNTPibpzaZJ,I think it's the fair decision to equally split the money. It is only 10 dollars so it would not generate that much benefit for either of us.,SOCIALNORM
R_78KJ0oTZhAcYIbn,"I don't know the other person, so what seemed like the most fair thing to do is split the money evenly. No tricks or feelings of being wronged.",SOCIALNORM
R_3rGUaaqe7RNOrHw,"I split it $5 each. Same reasoning as for the ballpoint pens. Even if I didn't know them prior to this, I feel like the right thing to do is share it equally.",SOCIALNORM
R_6oyZ1KW1UbGQgoA,"As meeting a new person, we can bond our splitting $10 that I was given. This will start to create a strong bond between us.",SOCIALNORM
R_1H8lUcum5vHILLj,"I chose $5 for the each of us. This is because we each get the same amount, making it fair and equal.",SOCIALNORM
R_5mRFTejKaVw0SGJ,"same to the answer above, I like fairness and equivalence",SOCIALNORM
R_7xPsyuCWOtI1yQ8,save and keep money is important. so i allocated this proportion of money to myself,SATIATION
R_50NzY5Kw2QVWR45,"I was given ten dollars, and I felt that I can distribute it evenly to my partner. However, If I was given a larger amount of money, I probably wouldn't split it 50/50.",SOCIALNORM
R_5nZZZuO81zsf4GJ,"I did nothing to earn this money, nor did the other participant. If I were to hoard extra wealth for myself, that would be greedy and wrong. I think greed is a poison and we need to treat everyone (including ourselves) with equality.",SOCIALNORM
R_6sdrMPZbbcjuwKb,"I allocated $10 evenly by giving us each $5 because it felt like the most equal way to distribute the money. I would have felt greedy if I had taken the full $10 or more than half, so I gave us each $5.",SOCIALNORM
R_1FLqGno7JDQAYq0,"Again, my friend was extremely nice, and she deserves the same amount of money as me. So, to keep it fair and even, I have allocated the money in the same way as the ballpoint pens.",SOCIALNORM
R_5dKRT3FoisVustS,I allocated this portion because I do not really need one dollar bills. She might I don't know but splitting them down the middle felt fair also.,SOCIALNORM
R_6lxDAcSVNbDT0M0,"I believe it would not be fair for me to get all ten dollars, as I didn't do anything special to earn it. Plus, I would feel guilty taking it all to myself.",SOCIALNORM
R_1I6x4xkaIgQyZCK,"I could use th money, and it is not like i will see the person again after so even though i feel a bit awkward now i won't later",SOCIALNORM
R_1gCrPV4wEYVBkuq,"I allocated 5 to each because I don't like to offend people and enjoy sharing. Also, if the other person could see that I allocated all 10 dollars to myself that would be very awkward.",SOCIALNORM
R_7ootysCxs86SzAt,"The same thing applies here, for I would split it in half. I wouldn't want to take anything more and to be fair I would just cut it in half.",SOCIALNORM
R_5yP79ZGjvQwH6JH,I thought it would be fair to split the money in half. I feel like it would be greedy or selfish of me to keep all the money to myself.,SOCIALNORM
R_5WHjQQwmmZED8DD,"The same reason as distributing 10 ballpoint pens, I divided the 10 dollars equally between us.",SOCIALNORM
R_3vpAgqWygQQYYUN,"money has more value than ballpoint pens, but the ethical structure is still the same. We have an even amount of money, we split it in half so that it is fair.",SOCIALNORM
R_1PS55MupH6ok20F,"i dont know them, and i put myself before random people",OTHER
R_1DKXwjWEPgeXPFf,Ten bucks split it fifty/fifty.,SOCIALNORM
R_71aEdDpuFA56mQh,I would want to split the money and be fair and not take it all for myself. I feel if I took it all for myself it would make me feel greedy and weird.,SOCIALNORM
R_7dx8QWh4NO25e1z,"I feel that if I divide the money equally between me and the other participant that it would keep everything fair, that's why I did 5 and 5. If they were to find themselves in a similar situation with me, they would then be more likely to follow my example of splitting the money.",SOCIALNORM
R_7BKEL9jJ9RqKPPr,I split it evenly because I thought that would be fair between my partner and I. I gave myself $5 and hr $5 as well.,SOCIALNORM
R_7zbuQzH3WPlKswF,I was given $10 so the most ethical and fair way to go about receiving that money would be to split it 50/50. My partner seemed kind so I think she would do the same.,SOCIALNORM
R_5VswU4tNRDDAZWZ,I allocated myself $5 and the other participant $5. I feel like it is only fair that we split the $10 in half. I would want the other participant to do the same for me as well.,SOCIALNORM
R_77D4OQrPZvJLykE,"I gave both of use $5. It is fair, I don't know why either of us would be unhappy",SOCIALNORM
R_1gqjrSteEGFkXzd,"I feel like sharing the money equitably is best, hence the 50,50 splits. I think with a stranger I would not want to take all the money or give up less than half. Having no other context, I feel that 50/50 is the most fair and common answer.",SOCIALNORM
R_7K3euBwkELsI7AZ,it seems most fair to me to split the money evenly if given the option. i would hope someone else would make the same decision if the roles were reversed,SOCIALNORM
R_12EswaFCxqS2pC9,I would take all 10 bucks because I am hungry and that is a meal for myself right there,SATIATION
R_7YmIaW8ojtDsHlA,"I would feel guilty taking more than half of what was given to me. Even if $5 is not that much money, it is more of a principle to be fair.",SOCIALNORM
R_74NPbcqogVfHPeE,I split the amount evenly because I think it is only fair that we get the same amount. I would want someone to share the $10 with me so it is only fair that I also split the money.,ERROR
R_6Qn93cSFob3sMxe,I split the money evenly because this was the most fair way of doing things. I would feel guilty if I more money than my partner.,ERROR
R_68HsBfwDka3Froy,"I think it is fair that if we both want it, we should split it 50/50. It makes it easy and there are no that should be involved.",ERROR
R_3rhAwIQWRpfxGN3,Why I allocated the $10 into $5 each is because I feel like it is the fairest. We both would get equal amounts so there is o unfairness.,ERROR
R_7EhLsUJPlxMEG2Q,"Similarly, I would guess that the other participant would want the money just as much as I would. We can split it down the middle and each get rewarded equally.",ERROR
R_5CPpUYkP2H2Dnos,"We are partners and I don't think it would be fair or kind to give either of us more than the other, we are equals and should treat each other as such.",ERROR
R_79LS7ZeIhN8eu7T,"I do not know this individual, but this monetary compensation should be as fair as possible. With that being said, I am a senior and I believe I deserve $6 (compared to $5) because of seniority and grown-up tasks I complete on my own at my own expense.",ERROR
R_7KmckgF7vfgAQHn,"I again, thought it was fair to divide evenly amongst us to we had the same amount.",ERROR
R_69sT3qPj8TPjuS4,"i spoke to her right before the study. she seemed kind, i don't know her financial situation, and i don't want to be a greedy person and take resources all for myself",ERROR
R_7323u7jPhoHtjjV,"For the money, I think the more you get, the more value it has. I would be more likely to use $10 on something I actually needed or wanted than with $5. Overall, it makes more sense to have one person get all the money than splitting since the full amount is low.",ERROR
R_6eVgBjwZBGkb44e,"I feel like it is most fair to split it up 50/50. Especially is we were both offered it, it would feel stingy to take it all.",ERROR
R_5dzPVJgchQQZ16M,I do not know the person i was paired with and i thought it would be fair to split the ten dollars because we are partners for this study. it doesnt seem fair to take more or all the money.,ERROR
R_3Ldpccf1oD6feQd,"I gave half to my partner because honestly if they know that this is the options we had (to give them some or to not), then I would probably give them half just because its 5 bucks and I do not want to come off as rude.",ERROR
R_3EBeyjxLYIErMf0,"Ten dollars really is not that much money and if we split it, that would be a win-win for both of us. I am not too concerned with the tradeoff of the other $5.",ERROR
R_1rp5915ix5xNhyE,"In this section I once again divided the total evenly, giving myself $5 and giving my partner $5. My reasoning is the same as with the minutes off from above, I don't think it is fair to divide the total any other way in a situation with such little rules and stipulations.",ERROR
R_333vYseVqnP5ZrP,"I feel like we both need money equally; I don't know the financial situation he is in, so why would I deserve more.",ERROR
R_3gTmRtENTmOlIPx,"I split the $10 even ($5 and $5), because we could both benefit from the money. Plus, I don't know how we could spend it, because there are many different ways to, so it is easiest to just split.",ERROR
R_5QYsET58CKW5exo,"Again, my partner seemed very nice, so I would be willing to do something nice for him. $10 isn't a huge amount of money, so I would not mind giving it all to him. Maybe it would make his day, and that, in turn, would make my day.",SOCIALNORM
R_63WeIchcsZxH4er,I wanted to evenly distribute the dollars amongst me and my partner. It would only be fair.,SOCIALNORM
R_3dubWwCxmu0kzO4,"I decided to split the money in half as I recognized that it was only fair if I split it 50/50. Also, when I thought about it, I would be annoyed if the other participant didn't split it with me and took most of the money for themselves.",SOCIALNORM
R_3rvsSVdwwMRM9j3,because its just fair to split the money and we both deserve the same ammount,SOCIALNORM
R_6HNtDJTxuJCJzo4,I decided to split it even with my partner because at the end of the day its just $10 and having a new connection is worth more than having that $10 to myself,SOCIALNORM
R_1f7f0W1THMlI2MO,I split the $10 evenly with my partner getting $5 and keeping $5 for myself. This seams like the most fair way to go about distributing the money given we did not talk about either of our financial situations (who needs it more).,SOCIALNORM
R_5nIB3Uug9ZUvusd,I feel like we should be fair cause that we be weird/awkward to take more or give more. A friend may take the money from depending on our relationship.,SOCIALNORM
R_5HXJbE5vpnxOUuz,"I think it would be nice to give to my partner, so I gave them all $10.",SOCIALNORM
R_6kKYL2nZMt2CLJv,"Again, I wanted to be fair and split the money to be as equal as possible. I'm not greedy and if we could both walk out with something that would be cool. I don't see a reason someone would put down 10 as it's not a super high amount of money to be stressed over.",SOCIALNORM
R_3OXu0AzMNOjvBAd,I didnt know this person and i would feel bad if i took all the money,SOCIALNORM
R_3F312Mgj0skmq1m,i spit it evenly because it is the nice and respectful thing to do,SOCIALNORM
R_7MxGzf2rOo59Plg,I don't know the person who I paired up with today but he seemed nice so I'll give him $2,SOCIALNORM
R_5G2s8RCCqbzbDOg,"I thought it was fair to split it halfway. If we are given $10, why not split it $5 and $5. I thought this would be fair to both, since we are both getting $5.",SOCIALNORM
R_6F2qRBjuqkfUGMe,I just split the $10 up 50/50. It seemed like most logical and right thing to do.,SOCIALNORM
R_5eRLNd0GCC1WcUF,"I split it equally between us. I feel like that would morally be right and she gave me no reason to think otherwise, she was nice.",SOCIALNORM
R_6EHlFmzyNWGu9Jm,I decided to split the money evenly because I also think this is the fairest option. If we each get $5 then we both get the same amount no matter the circumstances. I think we will both be happy with this option.,SOCIALNORM
R_5qfK1yWyr3c6iLd,"From the $10 total, I decided to keep $7 for myself and give $3 to the person I was paired with today, I decided to allocate this amount of money between the two of us because I don't really know the person all that well. However, I would feel bad if I kept all the money to myself.",SOCIALNORM
R_33jVdMtfu1y5gPv,I don't know my partner at all other than when we talked before coming in. I think since we are both in the same position of getting randomly put together and we are both participants in the same study it is only fair if we split the 10 1-dollar bills into 5 and 5.,SOCIALNORM
R_3UqRyqHbaQE58eR,I gave the other participant 5 dollars. This was because there were 10 dollars in total between the two of us. That is the fairest way to split the dollars up.,SOCIALNORM
R_5VjCTIS0Bf7aJvH,i allocated 5 to each because i feel like its only fair. if we split the money evenly there is no loss but both gain,SOCIALNORM
R_3EcZowlZLQR82YC,"Splitting it in half is the most equal. Her and I got along, and I feel like it would be nice to give her some of that money.",SOCIALNORM
R_1tyR7atVhAT7kf3,Dollars don't change anything. My partner seemed very nice and I am happy to share the money with her. I think my 50/50 split would probably stay until we get into the higher numbers. I would probably continue to split 50/50 until we got to around $500. That is a large amount and I might let my greed get the best of me.,SOCIALNORM
R_6nNIVzAHk9OSqOG,"I split the money in half, its a fair and just way to treat my lab partner",SOCIALNORM
R_7PUynF0fCaQhrQ2,"It did not mention explicitly if the other person got the same amount of money, but I would assume they would share in the same scenario. It is a gain of $5 versus $10. If the amount here higher (like $100), I would be more likely to keep it to myself than share half of it.",SOCIALNORM
R_3kNghLenr1hs9pc,"I feel that if I was given 10 dollars to split with the other participant, I would want to split in 50/50. I think that is the fair and appropriate way to distribute money.",SOCIALNORM
R_7W9SXUKxWNoRRFn,I think that it is fair to give us each $5 because you never know how much someone else needs something while also not leaving myself with nothing. I thought it was the most fair solution to do half and half.,SOCIALNORM
R_6msjMToXojQ8gUy,giving $5 would be even and there wouldn't require much discussion over how to split it. i wouldn't want to argue over the money and splitting it evenly is the best way to avoid this.,SOCIALNORM
R_6kOgobQCssl1cjS,it's fair to split it,SOCIALNORM
R_6qql59HU0vlg8jT,I once again just split the money in half because it makes the most sense to me. Even though I just met my partner today she seemed nice and someone that I could see myself being friends with.,SOCIALNORM
R_1FxZWcS32ruEz38,I split the 10 dollars evenly that way we were able to have the same amount.,SOCIALNORM
R_31XVl4J0dvPrpIS,it is fair enough to split the money evenly,SOCIALNORM
R_5aS9B3X8y9fFujy,"I decided to evenly split it because I feel like that is the only fair way to split the money, especially with someone I don't know that well. I feel like it is rude to take it all for myself, but I am also not willing to give it all to my partner.",SOCIALNORM
R_3TY5MKTyAyltH1W,"Again, I think splitting the money evenly will result in little to no conflict. I think it is the fairest way when splitting something with another person.",SOCIALNORM
R_7NDHg8T2dpckpZA,"I chose to give five to each of us because it is the most fair option. If it was a larger sum of money that I earned by doing something, I would take that into consideration, but for this example there is no evidence that I did anything to earn the money.",SOCIALNORM
R_3FywtBwaHkbRQ9U,I chose to split the money evenly. Seemed the most fair. Have no reason to keep all for myself,SOCIALNORM
R_7X6zVyVsXeOhyXD,"I think when it comes to money it is always best to split it evenly. I don't care too much about it, but I often encounter people who are very particular about money. It made more sense to split it evenly instead of giving them more because I do not know if my partner would be offended by me giving them more money than I gave myself",SOCIALNORM
R_5DV7FP8u3GnBTsB,"I decided to split the money in half. I felt it was the fairest option, and we both got compensated.",SOCIALNORM
R_1Kqorv1h0N3VCjo,I know my partner outside of just being study partners and I would think it would be mean if I didn't split the money with them.,SOCIALNORM
R_3iWpSH1sh5gONV5,"i think it's only fair if we split it, i didn't do anything different than my partner to earn the $10. if i received it in this session, then i definitely should split it with him because that's fair. i would feel guilty every time i looked at the cash if i didn't split. i also don't need the money that bad, he might.",SOCIALNORM
R_50qhzjHXuDjXF2E,I also distributed the $10 evenly between myself and my partner because I think that is the fairest decision. I don't want to keep the $10 because I want to give half to my partner so he can have a reward too. I would expect the same from someone else.,SOCIALNORM
R_5e8DGUvH3lxyd8B,Because the bill is not big and i prefer to use AA. It is fair to everyone.,SOCIALNORM
R_771hcydHvfBqai1,I chose to split even because I feel like it's fair and a reasonable way to split it. I feel like there's also no need to be stingy over $10 dollars by splitting it unevenly.,SOCIALNORM
R_7G1uPcNKWJ9oEtX,Same with the question above. Don't know the person very well so I'll just be nice and split it.,SOCIALNORM
R_5egYmijLoMjvl5P,I felt $5 each was an even split. I don't know this person well enough to not make it even.,SOCIALNORM
R_3ySxE7Hsqfv7ynv,I don't have any desperate need for this amount of money. I also know that splitting something justly when I have the power to do otherwise would make me seem kind and fair. Splitting evenly seemed like the easiest way to go about this problem.,SATIATION
R_6DTw95ROdU3LHLt,"I split the money evenly so it would be fair, and we both got the same amount. Since I knew my partner before the study, I would not want to seem rude or greedy.",SOCIALNORM
R_3KopMtmn3U0D9qe,I split it evenly because it is fair. Why am I more entitled to the $10 bills than he is? We should be able to enjoy the gift evenly.,SOCIALNORM
R_7ie5ZMQvGHXQUFj,I didn't make any money this summer and am broke. Need every dollar at this point.,SATIATION
R_6FhCE5HCjgxrO3n,I think we both deserve equal amounts of money also. She was kind and chill.,SOCIALNORM
R_5SM4ZnPt3qROXkd,split between the two of us,OTHER
R_6aII1KiYNTaXAvX,"I do not need the money, and maybe they could use it. I kept a little to get a snack or something.",SATIATION
R_6DOzz06wYRlG72z,"I wanted to be even. My partner seemed like a really nice person, and I did not want to rip them off. We are both doing the equivalent amount of work here.",SOCIALNORM
R_6ZLo9usiNV2d7rj,"Since we were paired, I thought the money should be split equally. I thought about keeping all the money but if someone took all the money from me, I would be annoyed.",SOCIALNORM
R_6PtumLnkRDe4xnu,"I don't know him all that well, and it would be unfair to either of us for the dollar amounts to be unequal.",SOCIALNORM
R_1f39u8tAHLyMru3,"I chose to split the $10 in half, equally because it is fair. No ones is getting more than the other person.",SOCIALNORM
R_5kvoAoW1mi8rLpy,I gave myself 10 dollars because I do not know this person personally so I don't know how it would benefit them. I know that I could use that money so I gave it to myself.,SATIATION
R_6wzS8DyiVPpmHcG,"I want to allocate this proportion of money fairly, in this way, each one can get the same money instead of lacking money.",SOCIALNORM
R_1P7VVLZ7umCRzrt,Because i do not know this person so I do not want to seem selfish or rude. It is also not fair of me to take all the money.,SOCIALNORM
R_3QusKeonMjyUOQq,It was fair and I knew he would like 5 dollars,SOCIALNORM
R_6lbGEDxDzDN7twB,"I wanted to be fair, even though I just met this person I would feel guilty giving them an uneven cut. I think the thought of being fair is what drives my decisions.",SOCIALNORM
R_6j6CfdZu0bEV1Fr,"i don't need the 10 dollars, maybe the other person needs it more than i do",SATIATION
R_1PCfYbr6b2XdjeL,"$5 is not an amount that I have trouble parting with, so in an effort to be nice, I would split the money.",SOCIALNORM
R_5bKaCeFEtexMdTh,"10 dollars is not a lot of money, I would rather see the other person happy, then have useless dollar bills in my wallet",SOCIALNORM
R_1dp1i7kVWXId2hd,I gave her $5 and me $5 since this would be the fairest. I think it would be best in a situation where I do not know someone to allocate evenly.,SOCIALNORM
R_7IQq9jTZgNEgILv,I split the money evenly between us. I did that because that is what's fair.,SOCIALNORM
R_7QVGAUO4ylSpl58,I allocated $5 for myself and $5 for the other participant. I did this because we both showed up to do research and we should both be able to walk away with the same results. We also have friendly conversation so I would be more than willing to split evenly with them.,SOCIALNORM
