ID,study,resource,donation,pie
R_OpOshrsfAf9lejD,Study 2,Baby carrots,3,6
R_OpOshrsfAf9lejD,Study 2,Ramen,5,6
R_OpOshrsfAf9lejD,Study 2,Bic pen,2,6
R_OpOshrsfAf9lejD,Study 2,Minutes,3,6
R_OpOshrsfAf9lejD,Study 2,Music,3,6
R_1K8AMqyOE9AO5km,Study 2,Money,3,6
R_1K8AMqyOE9AO5km,Study 2,Space,3,6
R_1K8AMqyOE9AO5km,Study 2,Chocolate,3,6
R_1K8AMqyOE9AO5km,Study 2,Baby carrots,3,6
R_1K8AMqyOE9AO5km,Study 2,Ramen,3,6
R_1K8AMqyOE9AO5km,Study 2,Bic pen,3,6
R_1K8AMqyOE9AO5km,Study 2,Minutes,3,6
R_1K8AMqyOE9AO5km,Study 2,Music,3,6
R_sHXUNoHnU8gD20N,Study 2,Money,3,6
R_sHXUNoHnU8gD20N,Study 2,Space,3,6
R_sHXUNoHnU8gD20N,Study 2,Chocolate,3,6
R_sHXUNoHnU8gD20N,Study 2,Baby carrots,3,6
R_sHXUNoHnU8gD20N,Study 2,Ramen,5,6
R_sHXUNoHnU8gD20N,Study 2,Bic pen,3,6
R_sHXUNoHnU8gD20N,Study 2,Minutes,3,6
R_sHXUNoHnU8gD20N,Study 2,Music,3,6
R_yIMZGJYT84VNnl7,Study 2,Money,3,6
R_yIMZGJYT84VNnl7,Study 2,Space,3,6
R_yIMZGJYT84VNnl7,Study 2,Chocolate,3,6
R_yIMZGJYT84VNnl7,Study 2,Baby carrots,4,6
R_yIMZGJYT84VNnl7,Study 2,Ramen,3,6
R_yIMZGJYT84VNnl7,Study 2,Bic pen,5,6
R_yIMZGJYT84VNnl7,Study 2,Minutes,3,6
R_yIMZGJYT84VNnl7,Study 2,Music,3,6
R_1pxMwi0muLDo0Eu,Study 2,Money,0,6
R_1pxMwi0muLDo0Eu,Study 2,Space,3,6
R_1pxMwi0muLDo0Eu,Study 2,Chocolate,6,6
R_1pxMwi0muLDo0Eu,Study 2,Baby carrots,6,6
R_1pxMwi0muLDo0Eu,Study 2,Ramen,3,6
R_1pxMwi0muLDo0Eu,Study 2,Bic pen,2,6
R_1pxMwi0muLDo0Eu,Study 2,Minutes,0,6
R_1pxMwi0muLDo0Eu,Study 2,Music,3,6
R_1n8xcrosev5ciw2,Study 2,Money,5,6
R_1n8xcrosev5ciw2,Study 2,Space,5,6
R_1n8xcrosev5ciw2,Study 2,Chocolate,5,6
R_1n8xcrosev5ciw2,Study 2,Baby carrots,5,6
R_1n8xcrosev5ciw2,Study 2,Ramen,3,6
R_1n8xcrosev5ciw2,Study 2,Bic pen,5,6
R_1n8xcrosev5ciw2,Study 2,Minutes,4,6
R_1n8xcrosev5ciw2,Study 2,Music,4,6
R_6gPzJqlYfH9ytBT,Study 2,Money,3,6
R_6gPzJqlYfH9ytBT,Study 2,Space,3,6
R_6gPzJqlYfH9ytBT,Study 2,Chocolate,3,6
R_6gPzJqlYfH9ytBT,Study 2,Baby carrots,3,6
R_6gPzJqlYfH9ytBT,Study 2,Ramen,3,6
R_6gPzJqlYfH9ytBT,Study 2,Bic pen,3,6
R_6gPzJqlYfH9ytBT,Study 2,Minutes,3,6
R_6gPzJqlYfH9ytBT,Study 2,Music,3,6
R_10BelYIc575H1RL,Study 2,Money,6,6
R_10BelYIc575H1RL,Study 2,Space,3,6
R_10BelYIc575H1RL,Study 2,Chocolate,5,6
R_10BelYIc575H1RL,Study 2,Baby carrots,3,6
R_10BelYIc575H1RL,Study 2,Ramen,3,6
R_10BelYIc575H1RL,Study 2,Bic pen,3,6
R_10BelYIc575H1RL,Study 2,Minutes,4,6
R_10BelYIc575H1RL,Study 2,Music,5,6
R_1f3YMVa05DHQWoV,Study 3,Money,0,10
R_1f3YMVa05DHQWoV,Study 3,Chocolate,5,10
R_1f3YMVa05DHQWoV,Study 3,Baby carrots,10,10
R_1f3YMVa05DHQWoV,Study 3,Oatmeal packs,6,10
R_1f3YMVa05DHQWoV,Study 3,Bic pen,5,10
R_1f3YMVa05DHQWoV,Study 3,Minutes,0,10
R_1f3YMVa05DHQWoV,Study 3,Ramen,5,10
R_1f3YMVa05DHQWoV,Study 3,Binder clip,8,10
R_1f3YMVa05DHQWoV,Study 3,Music,5,10
R_eWkbF0AUvZIerDP,Study 3,Money,5,10
R_eWkbF0AUvZIerDP,Study 3,Chocolate,4,10
R_eWkbF0AUvZIerDP,Study 3,Baby carrots,10,10
R_eWkbF0AUvZIerDP,Study 3,Oatmeal packs,5,10
R_eWkbF0AUvZIerDP,Study 3,Bic pen,5,10
R_eWkbF0AUvZIerDP,Study 3,Minutes,5,10
R_eWkbF0AUvZIerDP,Study 3,Ramen,8,10
R_eWkbF0AUvZIerDP,Study 3,Binder clip,5,10
R_eWkbF0AUvZIerDP,Study 3,Music,6,10
R_1pMb5wBx9kZmIDF,Study 3,Money,0,10
R_1pMb5wBx9kZmIDF,Study 3,Chocolate,5,10
R_1pMb5wBx9kZmIDF,Study 3,Baby carrots,0,10
R_1pMb5wBx9kZmIDF,Study 3,Oatmeal packs,5,10
R_1pMb5wBx9kZmIDF,Study 3,Bic pen,0,10
R_1pMb5wBx9kZmIDF,Study 3,Minutes,0,10
R_1pMb5wBx9kZmIDF,Study 3,Ramen,0,10
R_1pMb5wBx9kZmIDF,Study 3,Binder clip,10,10
R_1pMb5wBx9kZmIDF,Study 3,Music,5,10
R_1mVGhV9z8oWooC1,Study 3,Money,5,10
R_1mVGhV9z8oWooC1,Study 3,Chocolate,5,10
R_1mVGhV9z8oWooC1,Study 3,Baby carrots,5,10
R_1mVGhV9z8oWooC1,Study 3,Oatmeal packs,10,10
R_1mVGhV9z8oWooC1,Study 3,Bic pen,5,10
R_1mVGhV9z8oWooC1,Study 3,Minutes,5,10
R_1mVGhV9z8oWooC1,Study 3,Ramen,5,10
R_1mVGhV9z8oWooC1,Study 3,Binder clip,10,10
R_1mVGhV9z8oWooC1,Study 3,Music,5,10
R_3htGaSBUpPpoH0K,Study 3,Money,5,10
R_3htGaSBUpPpoH0K,Study 3,Chocolate,5,10
R_3htGaSBUpPpoH0K,Study 3,Baby carrots,10,10
R_3htGaSBUpPpoH0K,Study 3,Oatmeal packs,10,10
R_3htGaSBUpPpoH0K,Study 3,Bic pen,5,10
R_3htGaSBUpPpoH0K,Study 3,Minutes,5,10
R_3htGaSBUpPpoH0K,Study 3,Ramen,5,10
R_3htGaSBUpPpoH0K,Study 3,Binder clip,5,10
R_3htGaSBUpPpoH0K,Study 3,Music,5,10
R_3MtK2qtcwjnu4Xw,Study 3,Money,0,10
R_3MtK2qtcwjnu4Xw,Study 3,Chocolate,10,10
R_3MtK2qtcwjnu4Xw,Study 3,Baby carrots,5,10
R_3MtK2qtcwjnu4Xw,Study 3,Oatmeal packs,7,10
R_3MtK2qtcwjnu4Xw,Study 3,Bic pen,5,10
R_3MtK2qtcwjnu4Xw,Study 3,Minutes,0,10
R_3MtK2qtcwjnu4Xw,Study 3,Ramen,2,10
R_3MtK2qtcwjnu4Xw,Study 3,Binder clip,9,10
R_3MtK2qtcwjnu4Xw,Study 3,Music,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Money,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Chocolate,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Baby carrots,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Oatmeal packs,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Bic pen,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Minutes,2,10
R_3LjPmmm3nuQQQ7y,Study 3,Ramen,5,10
R_3LjPmmm3nuQQQ7y,Study 3,Binder clip,10,10
R_3LjPmmm3nuQQQ7y,Study 3,Music,8,10
R_1kIxr5wXWBeSr3C,Study 3,Money,5,10
R_1kIxr5wXWBeSr3C,Study 3,Chocolate,7,10
R_1kIxr5wXWBeSr3C,Study 3,Baby carrots,8,10
R_1kIxr5wXWBeSr3C,Study 3,Oatmeal packs,6,10
R_1kIxr5wXWBeSr3C,Study 3,Bic pen,9,10
R_1kIxr5wXWBeSr3C,Study 3,Minutes,7,10
R_1kIxr5wXWBeSr3C,Study 3,Ramen,9,10
R_1kIxr5wXWBeSr3C,Study 3,Binder clip,9,10
R_1kIxr5wXWBeSr3C,Study 3,Music,7,10
R_3HjGAiCfV7GkfM8,Study 3,Money,5,10
R_3HjGAiCfV7GkfM8,Study 3,Chocolate,5,10
R_3HjGAiCfV7GkfM8,Study 3,Baby carrots,6,10
R_3HjGAiCfV7GkfM8,Study 3,Oatmeal packs,5,10
R_3HjGAiCfV7GkfM8,Study 3,Bic pen,4,10
R_3HjGAiCfV7GkfM8,Study 3,Minutes,5,10
R_3HjGAiCfV7GkfM8,Study 3,Ramen,5,10
R_3HjGAiCfV7GkfM8,Study 3,Binder clip,5,10
R_3HjGAiCfV7GkfM8,Study 3,Music,5,10
R_0lEYSCGkAt1DbS9,Study 3,Money,5,10
R_0lEYSCGkAt1DbS9,Study 3,Chocolate,5,10
R_0lEYSCGkAt1DbS9,Study 3,Baby carrots,5,10
R_0lEYSCGkAt1DbS9,Study 3,Oatmeal packs,10,10
R_0lEYSCGkAt1DbS9,Study 3,Bic pen,7,10
R_0lEYSCGkAt1DbS9,Study 3,Minutes,5,10
R_0lEYSCGkAt1DbS9,Study 3,Ramen,5,10
R_0lEYSCGkAt1DbS9,Study 3,Binder clip,8,10
R_0lEYSCGkAt1DbS9,Study 3,Music,5,10
R_1jCilDKwMRnvrQp,Study 3,Money,5,10
R_1jCilDKwMRnvrQp,Study 3,Chocolate,5,10
R_1jCilDKwMRnvrQp,Study 3,Baby carrots,5,10
R_1jCilDKwMRnvrQp,Study 3,Oatmeal packs,5,10
R_1jCilDKwMRnvrQp,Study 3,Bic pen,5,10
R_1jCilDKwMRnvrQp,Study 3,Minutes,5,10
R_1jCilDKwMRnvrQp,Study 3,Ramen,5,10
R_1jCilDKwMRnvrQp,Study 3,Binder clip,5,10
R_1jCilDKwMRnvrQp,Study 3,Music,5,10
R_3PoXkj2oLiUVAAH,Study 3,Money,5,10
R_3PoXkj2oLiUVAAH,Study 3,Chocolate,5,10
R_3PoXkj2oLiUVAAH,Study 3,Baby carrots,10,10
R_3PoXkj2oLiUVAAH,Study 3,Oatmeal packs,5,10
R_3PoXkj2oLiUVAAH,Study 3,Bic pen,5,10
R_3PoXkj2oLiUVAAH,Study 3,Minutes,5,10
R_3PoXkj2oLiUVAAH,Study 3,Ramen,5,10
R_3PoXkj2oLiUVAAH,Study 3,Binder clip,9,10
R_3PoXkj2oLiUVAAH,Study 3,Music,5,10
R_21ExIM6bL4mTe2b,Study 3,Money,4,10
R_21ExIM6bL4mTe2b,Study 3,Chocolate,5,10
R_21ExIM6bL4mTe2b,Study 3,Baby carrots,5,10
R_21ExIM6bL4mTe2b,Study 3,Oatmeal packs,5,10
R_21ExIM6bL4mTe2b,Study 3,Bic pen,5,10
R_21ExIM6bL4mTe2b,Study 3,Minutes,0,10
R_21ExIM6bL4mTe2b,Study 3,Ramen,5,10
R_21ExIM6bL4mTe2b,Study 3,Binder clip,5,10
R_21ExIM6bL4mTe2b,Study 3,Music,5,10
R_3nxGcgwy2sutOHd,Study 3,Money,5,10
R_3nxGcgwy2sutOHd,Study 3,Chocolate,5,10
R_3nxGcgwy2sutOHd,Study 3,Baby carrots,5,10
R_3nxGcgwy2sutOHd,Study 3,Oatmeal packs,5,10
R_3nxGcgwy2sutOHd,Study 3,Bic pen,5,10
R_3nxGcgwy2sutOHd,Study 3,Minutes,10,10
R_3nxGcgwy2sutOHd,Study 3,Ramen,5,10
R_3nxGcgwy2sutOHd,Study 3,Binder clip,5,10
R_3nxGcgwy2sutOHd,Study 3,Music,5,10
R_1mmFB3tb1aTNs0B,Study 3,Money,0,10
R_1mmFB3tb1aTNs0B,Study 3,Chocolate,5,10
R_1mmFB3tb1aTNs0B,Study 3,Baby carrots,5,10
R_1mmFB3tb1aTNs0B,Study 3,Oatmeal packs,10,10
R_1mmFB3tb1aTNs0B,Study 3,Bic pen,3,10
R_1mmFB3tb1aTNs0B,Study 3,Minutes,0,10
R_1mmFB3tb1aTNs0B,Study 3,Ramen,5,10
R_1mmFB3tb1aTNs0B,Study 3,Binder clip,6,10
R_1mmFB3tb1aTNs0B,Study 3,Music,7,10
R_sRvxfNbImBZFnA5,Study 3,Money,10,10
R_sRvxfNbImBZFnA5,Study 3,Chocolate,9,10
R_sRvxfNbImBZFnA5,Study 3,Baby carrots,0,10
R_sRvxfNbImBZFnA5,Study 3,Oatmeal packs,5,10
R_sRvxfNbImBZFnA5,Study 3,Bic pen,8,10
R_sRvxfNbImBZFnA5,Study 3,Minutes,5,10
R_sRvxfNbImBZFnA5,Study 3,Ramen,10,10
R_sRvxfNbImBZFnA5,Study 3,Binder clip,5,10
R_sRvxfNbImBZFnA5,Study 3,Music,5,10
R_1ptA30f03L8RLZm,Study 3,Money,5,10
R_1ptA30f03L8RLZm,Study 3,Chocolate,5,10
R_1ptA30f03L8RLZm,Study 3,Baby carrots,0,10
R_1ptA30f03L8RLZm,Study 3,Oatmeal packs,10,10
R_1ptA30f03L8RLZm,Study 3,Bic pen,5,10
R_1ptA30f03L8RLZm,Study 3,Minutes,0,10
R_1ptA30f03L8RLZm,Study 3,Ramen,8,10
R_1ptA30f03L8RLZm,Study 3,Binder clip,5,10
R_1ptA30f03L8RLZm,Study 3,Music,5,10
R_3Q8YVNUGyu9wcoN,Study 3,Money,0,10
R_3Q8YVNUGyu9wcoN,Study 3,Chocolate,5,10
R_3Q8YVNUGyu9wcoN,Study 3,Baby carrots,5,10
R_3Q8YVNUGyu9wcoN,Study 3,Oatmeal packs,10,10
R_3Q8YVNUGyu9wcoN,Study 3,Bic pen,5,10
R_3Q8YVNUGyu9wcoN,Study 3,Minutes,0,10
R_3Q8YVNUGyu9wcoN,Study 3,Ramen,4,10
R_3Q8YVNUGyu9wcoN,Study 3,Binder clip,5,10
R_3Q8YVNUGyu9wcoN,Study 3,Music,5,10
R_eS9mwjDxR5rvUfD,Study 3,Money,5,10
R_eS9mwjDxR5rvUfD,Study 3,Chocolate,5,10
R_eS9mwjDxR5rvUfD,Study 3,Baby carrots,5,10
R_eS9mwjDxR5rvUfD,Study 3,Oatmeal packs,5,10
R_eS9mwjDxR5rvUfD,Study 3,Bic pen,5,10
R_eS9mwjDxR5rvUfD,Study 3,Minutes,0,10
R_eS9mwjDxR5rvUfD,Study 3,Ramen,5,10
R_eS9mwjDxR5rvUfD,Study 3,Binder clip,10,10
R_eS9mwjDxR5rvUfD,Study 3,Music,5,10
R_1IT4n2kaXEAxPnY,Study 3,Money,5,10
R_1IT4n2kaXEAxPnY,Study 3,Chocolate,5,10
R_1IT4n2kaXEAxPnY,Study 3,Baby carrots,5,10
R_1IT4n2kaXEAxPnY,Study 3,Oatmeal packs,5,10
R_1IT4n2kaXEAxPnY,Study 3,Bic pen,5,10
R_1IT4n2kaXEAxPnY,Study 3,Minutes,5,10
R_1IT4n2kaXEAxPnY,Study 3,Ramen,5,10
R_1IT4n2kaXEAxPnY,Study 3,Binder clip,5,10
R_1IT4n2kaXEAxPnY,Study 3,Music,5,10
R_6xwAbQDTVP20145,Study 3,Money,5,10
R_6xwAbQDTVP20145,Study 3,Chocolate,5,10
R_6xwAbQDTVP20145,Study 3,Baby carrots,8,10
R_6xwAbQDTVP20145,Study 3,Oatmeal packs,10,10
R_6xwAbQDTVP20145,Study 3,Bic pen,7,10
R_6xwAbQDTVP20145,Study 3,Minutes,5,10
R_6xwAbQDTVP20145,Study 3,Ramen,5,10
R_6xwAbQDTVP20145,Study 3,Binder clip,5,10
R_6xwAbQDTVP20145,Study 3,Music,5,10
R_qO5hR3qlFli509X,Study 3,Money,5,10
R_qO5hR3qlFli509X,Study 3,Chocolate,4,10
R_qO5hR3qlFli509X,Study 3,Baby carrots,5,10
R_qO5hR3qlFli509X,Study 3,Oatmeal packs,6,10
R_qO5hR3qlFli509X,Study 3,Bic pen,3,10
R_qO5hR3qlFli509X,Study 3,Minutes,3,10
R_qO5hR3qlFli509X,Study 3,Ramen,6,10
R_qO5hR3qlFli509X,Study 3,Binder clip,5,10
R_qO5hR3qlFli509X,Study 3,Music,5,10
R_d5V8QykpeAsNxWV,Study 3,Money,5,10
R_d5V8QykpeAsNxWV,Study 3,Chocolate,5,10
R_d5V8QykpeAsNxWV,Study 3,Baby carrots,5,10
R_d5V8QykpeAsNxWV,Study 3,Oatmeal packs,3,10
R_d5V8QykpeAsNxWV,Study 3,Bic pen,5,10
R_d5V8QykpeAsNxWV,Study 3,Minutes,5,10
R_d5V8QykpeAsNxWV,Study 3,Ramen,7,10
R_d5V8QykpeAsNxWV,Study 3,Binder clip,5,10
R_d5V8QykpeAsNxWV,Study 3,Music,2,10
R_10NrAYEdqDXOwVJ,Study 3,Money,5,10
R_10NrAYEdqDXOwVJ,Study 3,Chocolate,5,10
R_10NrAYEdqDXOwVJ,Study 3,Baby carrots,10,10
R_10NrAYEdqDXOwVJ,Study 3,Oatmeal packs,5,10
R_10NrAYEdqDXOwVJ,Study 3,Bic pen,10,10
R_10NrAYEdqDXOwVJ,Study 3,Minutes,5,10
R_10NrAYEdqDXOwVJ,Study 3,Ramen,5,10
R_10NrAYEdqDXOwVJ,Study 3,Binder clip,10,10
R_10NrAYEdqDXOwVJ,Study 3,Music,5,10
R_3QPkSukSqh6nDyd,Study 3,Money,5,10
R_3QPkSukSqh6nDyd,Study 3,Chocolate,4,10
R_3QPkSukSqh6nDyd,Study 3,Baby carrots,6,10
R_3QPkSukSqh6nDyd,Study 3,Oatmeal packs,7,10
R_3QPkSukSqh6nDyd,Study 3,Bic pen,5,10
R_3QPkSukSqh6nDyd,Study 3,Minutes,5,10
R_3QPkSukSqh6nDyd,Study 3,Ramen,4,10
R_3QPkSukSqh6nDyd,Study 3,Binder clip,5,10
R_3QPkSukSqh6nDyd,Study 3,Music,5,10
R_1Cm9ZTD4VDQZPHE,Study 3,Money,0,10
R_1Cm9ZTD4VDQZPHE,Study 3,Chocolate,7,10
R_1Cm9ZTD4VDQZPHE,Study 3,Baby carrots,6,10
R_1Cm9ZTD4VDQZPHE,Study 3,Oatmeal packs,3,10
R_1Cm9ZTD4VDQZPHE,Study 3,Bic pen,2,10
R_1Cm9ZTD4VDQZPHE,Study 3,Minutes,3,10
R_1Cm9ZTD4VDQZPHE,Study 3,Ramen,1,10
R_1Cm9ZTD4VDQZPHE,Study 3,Binder clip,5,10
R_1Cm9ZTD4VDQZPHE,Study 3,Music,5,10
R_3kAhegyv4G2Y63n,Study 3,Money,5,10
R_3kAhegyv4G2Y63n,Study 3,Chocolate,5,10
R_3kAhegyv4G2Y63n,Study 3,Baby carrots,10,10
R_3kAhegyv4G2Y63n,Study 3,Oatmeal packs,10,10
R_3kAhegyv4G2Y63n,Study 3,Bic pen,5,10
R_3kAhegyv4G2Y63n,Study 3,Minutes,5,10
R_3kAhegyv4G2Y63n,Study 3,Ramen,5,10
R_3kAhegyv4G2Y63n,Study 3,Binder clip,5,10
R_3kAhegyv4G2Y63n,Study 3,Music,5,10
R_1doaLmhhojVtBH6,Study 3,Money,0,10
R_1doaLmhhojVtBH6,Study 3,Chocolate,3,10
R_1doaLmhhojVtBH6,Study 3,Baby carrots,10,10
R_1doaLmhhojVtBH6,Study 3,Oatmeal packs,8,10
R_1doaLmhhojVtBH6,Study 3,Bic pen,5,10
R_1doaLmhhojVtBH6,Study 3,Minutes,0,10
R_1doaLmhhojVtBH6,Study 3,Ramen,0,10
R_1doaLmhhojVtBH6,Study 3,Binder clip,5,10
R_1doaLmhhojVtBH6,Study 3,Music,5,10
R_1lrYhEoHF4RcbVT,Study 3,Money,0,10
R_1lrYhEoHF4RcbVT,Study 3,Chocolate,5,10
R_1lrYhEoHF4RcbVT,Study 3,Baby carrots,7,10
R_1lrYhEoHF4RcbVT,Study 3,Oatmeal packs,10,10
R_1lrYhEoHF4RcbVT,Study 3,Bic pen,5,10
R_1lrYhEoHF4RcbVT,Study 3,Minutes,3,10
R_1lrYhEoHF4RcbVT,Study 3,Ramen,7,10
R_1lrYhEoHF4RcbVT,Study 3,Binder clip,5,10
R_1lrYhEoHF4RcbVT,Study 3,Music,4,10
R_125R1B1H3xzlNfg,Study 3,Money,0,10
R_125R1B1H3xzlNfg,Study 3,Chocolate,0,10
R_125R1B1H3xzlNfg,Study 3,Baby carrots,5,10
R_125R1B1H3xzlNfg,Study 3,Oatmeal packs,3,10
R_125R1B1H3xzlNfg,Study 3,Bic pen,5,10
R_125R1B1H3xzlNfg,Study 3,Minutes,10,10
R_125R1B1H3xzlNfg,Study 3,Ramen,7,10
R_125R1B1H3xzlNfg,Study 3,Binder clip,10,10
R_125R1B1H3xzlNfg,Study 3,Music,5,10
R_1q9FCeH1D5Y0cSM,Study 3,Money,5,10
R_1q9FCeH1D5Y0cSM,Study 3,Chocolate,5,10
R_1q9FCeH1D5Y0cSM,Study 3,Baby carrots,6,10
R_1q9FCeH1D5Y0cSM,Study 3,Oatmeal packs,7,10
R_1q9FCeH1D5Y0cSM,Study 3,Bic pen,6,10
R_1q9FCeH1D5Y0cSM,Study 3,Minutes,5,10
R_1q9FCeH1D5Y0cSM,Study 3,Ramen,4,10
R_1q9FCeH1D5Y0cSM,Study 3,Binder clip,7,10
R_1q9FCeH1D5Y0cSM,Study 3,Music,5,10
R_3P4Dq79KvLxI1PM,Study 3,Money,1,10
R_3P4Dq79KvLxI1PM,Study 3,Chocolate,5,10
R_3P4Dq79KvLxI1PM,Study 3,Baby carrots,2,10
R_3P4Dq79KvLxI1PM,Study 3,Oatmeal packs,5,10
R_3P4Dq79KvLxI1PM,Study 3,Bic pen,9,10
R_3P4Dq79KvLxI1PM,Study 3,Minutes,2,10
R_3P4Dq79KvLxI1PM,Study 3,Ramen,5,10
R_3P4Dq79KvLxI1PM,Study 3,Binder clip,9,10
R_3P4Dq79KvLxI1PM,Study 3,Music,3,10
R_3jT2eZncDnDmR0C,Study 3,Money,5,10
R_3jT2eZncDnDmR0C,Study 3,Chocolate,6,10
R_3jT2eZncDnDmR0C,Study 3,Baby carrots,6,10
R_3jT2eZncDnDmR0C,Study 3,Oatmeal packs,5,10
R_3jT2eZncDnDmR0C,Study 3,Bic pen,5,10
R_3jT2eZncDnDmR0C,Study 3,Minutes,5,10
R_3jT2eZncDnDmR0C,Study 3,Ramen,6,10
R_3jT2eZncDnDmR0C,Study 3,Binder clip,5,10
R_3jT2eZncDnDmR0C,Study 3,Music,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Money,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Chocolate,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Baby carrots,10,10
R_1ilmQgUZNP7W1Qf,Study 3,Oatmeal packs,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Bic pen,7,10
R_1ilmQgUZNP7W1Qf,Study 3,Minutes,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Ramen,5,10
R_1ilmQgUZNP7W1Qf,Study 3,Binder clip,10,10
R_1ilmQgUZNP7W1Qf,Study 3,Music,8,10
R_32L3r7uJKSVTmlc,Study 3,Money,5,10
R_32L3r7uJKSVTmlc,Study 3,Chocolate,6,10
R_32L3r7uJKSVTmlc,Study 3,Baby carrots,5,10
R_32L3r7uJKSVTmlc,Study 3,Oatmeal packs,5,10
R_32L3r7uJKSVTmlc,Study 3,Bic pen,5,10
R_32L3r7uJKSVTmlc,Study 3,Minutes,5,10
R_32L3r7uJKSVTmlc,Study 3,Ramen,5,10
R_32L3r7uJKSVTmlc,Study 3,Binder clip,7,10
R_32L3r7uJKSVTmlc,Study 3,Music,4,10
R_UlHWKVhbsNRBvah,Study 3,Money,5,10
R_UlHWKVhbsNRBvah,Study 3,Chocolate,5,10
R_UlHWKVhbsNRBvah,Study 3,Baby carrots,5,10
R_UlHWKVhbsNRBvah,Study 3,Oatmeal packs,5,10
R_UlHWKVhbsNRBvah,Study 3,Bic pen,5,10
R_UlHWKVhbsNRBvah,Study 3,Minutes,5,10
R_UlHWKVhbsNRBvah,Study 3,Ramen,5,10
R_UlHWKVhbsNRBvah,Study 3,Binder clip,5,10
R_UlHWKVhbsNRBvah,Study 3,Music,10,10
R_3p3IVzMsi7xzKhA,Study 3,Money,0,10
R_3p3IVzMsi7xzKhA,Study 3,Chocolate,8,10
R_3p3IVzMsi7xzKhA,Study 3,Baby carrots,4,10
R_3p3IVzMsi7xzKhA,Study 3,Oatmeal packs,10,10
R_3p3IVzMsi7xzKhA,Study 3,Bic pen,5,10
R_3p3IVzMsi7xzKhA,Study 3,Minutes,5,10
R_3p3IVzMsi7xzKhA,Study 3,Ramen,10,10
R_3p3IVzMsi7xzKhA,Study 3,Binder clip,5,10
R_3p3IVzMsi7xzKhA,Study 3,Music,5,10
R_25Tkii2fR6jpYSC,Study 3,Money,0,10
R_25Tkii2fR6jpYSC,Study 3,Chocolate,10,10
R_25Tkii2fR6jpYSC,Study 3,Baby carrots,5,10
R_25Tkii2fR6jpYSC,Study 3,Oatmeal packs,2,10
R_25Tkii2fR6jpYSC,Study 3,Bic pen,5,10
R_25Tkii2fR6jpYSC,Study 3,Minutes,0,10
R_25Tkii2fR6jpYSC,Study 3,Ramen,5,10
R_25Tkii2fR6jpYSC,Study 3,Binder clip,5,10
R_25Tkii2fR6jpYSC,Study 3,Music,0,10
R_bfiH6nd1CIiIeJz,Study 3,Money,0,10
R_bfiH6nd1CIiIeJz,Study 3,Chocolate,5,10
R_bfiH6nd1CIiIeJz,Study 3,Baby carrots,5,10
R_bfiH6nd1CIiIeJz,Study 3,Oatmeal packs,5,10
R_bfiH6nd1CIiIeJz,Study 3,Bic pen,5,10
R_bfiH6nd1CIiIeJz,Study 3,Minutes,5,10
R_bfiH6nd1CIiIeJz,Study 3,Ramen,5,10
R_bfiH6nd1CIiIeJz,Study 3,Binder clip,5,10
R_bfiH6nd1CIiIeJz,Study 3,Music,0,10
R_1LoIj3DVRiAqGw0,Study 3,Money,5,10
R_1LoIj3DVRiAqGw0,Study 3,Chocolate,6,10
R_1LoIj3DVRiAqGw0,Study 3,Baby carrots,6,10
R_1LoIj3DVRiAqGw0,Study 3,Oatmeal packs,5,10
R_1LoIj3DVRiAqGw0,Study 3,Bic pen,5,10
R_1LoIj3DVRiAqGw0,Study 3,Minutes,5,10
R_1LoIj3DVRiAqGw0,Study 3,Ramen,5,10
R_1LoIj3DVRiAqGw0,Study 3,Binder clip,6,10
R_1LoIj3DVRiAqGw0,Study 3,Music,5,10
R_RlU10UCIgguzeTL,Study 3,Money,5,10
R_RlU10UCIgguzeTL,Study 3,Chocolate,5,10
R_RlU10UCIgguzeTL,Study 3,Baby carrots,5,10
R_RlU10UCIgguzeTL,Study 3,Oatmeal packs,5,10
R_RlU10UCIgguzeTL,Study 3,Bic pen,8,10
R_RlU10UCIgguzeTL,Study 3,Minutes,5,10
R_RlU10UCIgguzeTL,Study 3,Ramen,5,10
R_RlU10UCIgguzeTL,Study 3,Binder clip,5,10
R_RlU10UCIgguzeTL,Study 3,Music,5,10
R_1OB3q5R5w8rB2Zn,Study 3,Money,2,10
R_1OB3q5R5w8rB2Zn,Study 3,Chocolate,8,10
R_1OB3q5R5w8rB2Zn,Study 3,Baby carrots,0,10
R_1OB3q5R5w8rB2Zn,Study 3,Oatmeal packs,5,10
R_1OB3q5R5w8rB2Zn,Study 3,Bic pen,7,10
R_1OB3q5R5w8rB2Zn,Study 3,Minutes,5,10
R_1OB3q5R5w8rB2Zn,Study 3,Ramen,6,10
R_1OB3q5R5w8rB2Zn,Study 3,Binder clip,8,10
R_1OB3q5R5w8rB2Zn,Study 3,Music,3,10
