ID,study,resource,donation,pie
R_242AtWAF8Nx9Z1U,Study 2,Minutes,0,6
R_242AtWAF8Nx9Z1U,Study 2,Music,0,6
R_5Bi4alOR0XcAbzr,Study 2,Money,3,6
R_5Bi4alOR0XcAbzr,Study 2,Space,3,6
R_5Bi4alOR0XcAbzr,Study 2,Chocolate,2,6
R_5Bi4alOR0XcAbzr,Study 2,Baby carrots,3,6
R_5Bi4alOR0XcAbzr,Study 2,Ramen,3,6
R_5Bi4alOR0XcAbzr,Study 2,Bic pen,3,6
R_5Bi4alOR0XcAbzr,Study 2,Minutes,3,6
R_5Bi4alOR0XcAbzr,Study 2,Music,3,6
R_8iEjAFHmW4S9XLr,Study 2,Money,3,6
R_8iEjAFHmW4S9XLr,Study 2,Space,3,6
R_8iEjAFHmW4S9XLr,Study 2,Chocolate,3,6
R_8iEjAFHmW4S9XLr,Study 2,Baby carrots,3,6
R_8iEjAFHmW4S9XLr,Study 2,Ramen,3,6
R_8iEjAFHmW4S9XLr,Study 2,Bic pen,3,6
R_8iEjAFHmW4S9XLr,Study 2,Minutes,3,6
R_8iEjAFHmW4S9XLr,Study 2,Music,3,6
R_pLQuk0DWL6rkFEt,Study 2,Money,3,6
R_pLQuk0DWL6rkFEt,Study 2,Space,3,6
R_pLQuk0DWL6rkFEt,Study 2,Chocolate,3,6
R_pLQuk0DWL6rkFEt,Study 2,Baby carrots,3,6
R_pLQuk0DWL6rkFEt,Study 2,Ramen,3,6
R_pLQuk0DWL6rkFEt,Study 2,Bic pen,3,6
R_pLQuk0DWL6rkFEt,Study 2,Minutes,3,6
R_pLQuk0DWL6rkFEt,Study 2,Music,3,6
R_3kCm4epORn7ig8P,Study 2,Money,0,6
R_3kCm4epORn7ig8P,Study 2,Space,1,6
R_3kCm4epORn7ig8P,Study 2,Chocolate,4,6
R_3kCm4epORn7ig8P,Study 2,Baby carrots,2,6
R_3kCm4epORn7ig8P,Study 2,Ramen,3,6
R_3kCm4epORn7ig8P,Study 2,Bic pen,3,6
R_3kCm4epORn7ig8P,Study 2,Minutes,0,6
R_3kCm4epORn7ig8P,Study 2,Music,0,6
R_xACZjlhlUcMZ5dL,Study 2,Money,3,6
R_xACZjlhlUcMZ5dL,Study 2,Space,3,6
R_xACZjlhlUcMZ5dL,Study 2,Chocolate,2,6
R_xACZjlhlUcMZ5dL,Study 2,Baby carrots,6,6
R_xACZjlhlUcMZ5dL,Study 2,Ramen,3,6
R_xACZjlhlUcMZ5dL,Study 2,Bic pen,2,6
R_xACZjlhlUcMZ5dL,Study 2,Minutes,3,6
R_xACZjlhlUcMZ5dL,Study 2,Music,0,6
R_1isTWhxfPRycZis,Study 2,Money,3,6
R_1isTWhxfPRycZis,Study 2,Space,3,6
R_1isTWhxfPRycZis,Study 2,Chocolate,6,6
R_1isTWhxfPRycZis,Study 2,Baby carrots,3,6
R_1isTWhxfPRycZis,Study 2,Ramen,3,6
R_1isTWhxfPRycZis,Study 2,Bic pen,3,6
R_1isTWhxfPRycZis,Study 2,Minutes,3,6
R_1isTWhxfPRycZis,Study 2,Music,0,6
R_1LM6H3RsFHpimWR,Study 2,Money,2,6
R_1LM6H3RsFHpimWR,Study 2,Space,3,6
R_1LM6H3RsFHpimWR,Study 2,Chocolate,4,6
R_1LM6H3RsFHpimWR,Study 2,Baby carrots,6,6
R_1LM6H3RsFHpimWR,Study 2,Ramen,3,6
R_1LM6H3RsFHpimWR,Study 2,Bic pen,2,6
R_1LM6H3RsFHpimWR,Study 2,Minutes,3,6
R_1LM6H3RsFHpimWR,Study 2,Music,4,6
R_1ojqovZNqcK6U6v,Study 2,Money,3,6
R_1ojqovZNqcK6U6v,Study 2,Space,3,6
R_1ojqovZNqcK6U6v,Study 2,Chocolate,3,6
R_1ojqovZNqcK6U6v,Study 2,Baby carrots,3,6
R_1ojqovZNqcK6U6v,Study 2,Ramen,3,6
R_1ojqovZNqcK6U6v,Study 2,Bic pen,3,6
R_1ojqovZNqcK6U6v,Study 2,Minutes,3,6
R_1ojqovZNqcK6U6v,Study 2,Music,4,6
R_beAR7uXnOVrRC49,Study 2,Money,3,6
R_beAR7uXnOVrRC49,Study 2,Space,3,6
R_beAR7uXnOVrRC49,Study 2,Chocolate,3,6
R_beAR7uXnOVrRC49,Study 2,Baby carrots,3,6
R_beAR7uXnOVrRC49,Study 2,Ramen,3,6
R_beAR7uXnOVrRC49,Study 2,Bic pen,3,6
R_beAR7uXnOVrRC49,Study 2,Minutes,3,6
R_beAR7uXnOVrRC49,Study 2,Music,3,6
R_2wcLv2kFV1XLVNp,Study 2,Money,3,6
R_2wcLv2kFV1XLVNp,Study 2,Space,4,6
R_2wcLv2kFV1XLVNp,Study 2,Chocolate,5,6
R_2wcLv2kFV1XLVNp,Study 2,Baby carrots,4,6
R_2wcLv2kFV1XLVNp,Study 2,Ramen,5,6
R_2wcLv2kFV1XLVNp,Study 2,Bic pen,3,6
R_2wcLv2kFV1XLVNp,Study 2,Minutes,3,6
R_2wcLv2kFV1XLVNp,Study 2,Music,3,6
R_24qpmWXNVH29uJl,Study 2,Money,3,6
R_24qpmWXNVH29uJl,Study 2,Space,3,6
R_24qpmWXNVH29uJl,Study 2,Chocolate,4,6
R_24qpmWXNVH29uJl,Study 2,Baby carrots,3,6
R_24qpmWXNVH29uJl,Study 2,Ramen,3,6
R_24qpmWXNVH29uJl,Study 2,Bic pen,3,6
R_24qpmWXNVH29uJl,Study 2,Minutes,3,6
R_24qpmWXNVH29uJl,Study 2,Music,3,6
R_1mPgNHBjOk0Us0g,Study 2,Money,3,6
R_1mPgNHBjOk0Us0g,Study 2,Space,3,6
R_1mPgNHBjOk0Us0g,Study 2,Chocolate,3,6
R_1mPgNHBjOk0Us0g,Study 2,Baby carrots,2,6
R_1mPgNHBjOk0Us0g,Study 2,Ramen,3,6
R_1mPgNHBjOk0Us0g,Study 2,Bic pen,3,6
R_1mPgNHBjOk0Us0g,Study 2,Minutes,3,6
R_1mPgNHBjOk0Us0g,Study 2,Music,3,6
R_2q35IhqgpIJREd5,Study 2,Money,0,6
R_2q35IhqgpIJREd5,Study 2,Space,0,6
R_2q35IhqgpIJREd5,Study 2,Chocolate,0,6
R_2q35IhqgpIJREd5,Study 2,Baby carrots,0,6
R_2q35IhqgpIJREd5,Study 2,Ramen,0,6
R_2q35IhqgpIJREd5,Study 2,Bic pen,0,6
R_2q35IhqgpIJREd5,Study 2,Minutes,0,6
R_2q35IhqgpIJREd5,Study 2,Music,0,6
R_278VN3DGjcDxhRH,Study 2,Money,4,6
R_278VN3DGjcDxhRH,Study 2,Space,5,6
R_278VN3DGjcDxhRH,Study 2,Chocolate,5,6
R_278VN3DGjcDxhRH,Study 2,Baby carrots,5,6
R_278VN3DGjcDxhRH,Study 2,Ramen,5,6
R_278VN3DGjcDxhRH,Study 2,Bic pen,5,6
R_278VN3DGjcDxhRH,Study 2,Minutes,3,6
R_278VN3DGjcDxhRH,Study 2,Music,5,6
R_3rNfQkTwHdAqfwD,Study 2,Money,3,6
R_3rNfQkTwHdAqfwD,Study 2,Space,3,6
R_3rNfQkTwHdAqfwD,Study 2,Chocolate,3,6
R_3rNfQkTwHdAqfwD,Study 2,Baby carrots,3,6
R_3rNfQkTwHdAqfwD,Study 2,Ramen,3,6
R_3rNfQkTwHdAqfwD,Study 2,Bic pen,3,6
R_3rNfQkTwHdAqfwD,Study 2,Minutes,3,6
R_3rNfQkTwHdAqfwD,Study 2,Music,3,6
R_2ygb2V3PqlQ1noN,Study 2,Money,3,6
R_2ygb2V3PqlQ1noN,Study 2,Space,3,6
R_2ygb2V3PqlQ1noN,Study 2,Chocolate,3,6
R_2ygb2V3PqlQ1noN,Study 2,Baby carrots,5,6
R_2ygb2V3PqlQ1noN,Study 2,Ramen,6,6
R_2ygb2V3PqlQ1noN,Study 2,Bic pen,3,6
R_2ygb2V3PqlQ1noN,Study 2,Minutes,3,6
R_2ygb2V3PqlQ1noN,Study 2,Music,2,6
R_247bOm00XDqHXSo,Study 2,Money,3,6
R_247bOm00XDqHXSo,Study 2,Space,3,6
R_247bOm00XDqHXSo,Study 2,Chocolate,3,6
R_247bOm00XDqHXSo,Study 2,Baby carrots,3,6
R_247bOm00XDqHXSo,Study 2,Ramen,3,6
R_247bOm00XDqHXSo,Study 2,Bic pen,4,6
R_247bOm00XDqHXSo,Study 2,Minutes,0,6
R_247bOm00XDqHXSo,Study 2,Music,3,6
R_AmrSzBkWG6VDbhv,Study 2,Money,3,6
R_AmrSzBkWG6VDbhv,Study 2,Space,3,6
R_AmrSzBkWG6VDbhv,Study 2,Chocolate,3,6
R_AmrSzBkWG6VDbhv,Study 2,Baby carrots,3,6
R_AmrSzBkWG6VDbhv,Study 2,Ramen,4,6
R_AmrSzBkWG6VDbhv,Study 2,Bic pen,3,6
R_AmrSzBkWG6VDbhv,Study 2,Minutes,3,6
R_AmrSzBkWG6VDbhv,Study 2,Music,2,6
R_4N0rpRllPWfdATn,Study 2,Money,3,6
R_4N0rpRllPWfdATn,Study 2,Space,3,6
R_4N0rpRllPWfdATn,Study 2,Chocolate,3,6
R_4N0rpRllPWfdATn,Study 2,Baby carrots,4,6
R_4N0rpRllPWfdATn,Study 2,Ramen,3,6
R_4N0rpRllPWfdATn,Study 2,Bic pen,3,6
R_4N0rpRllPWfdATn,Study 2,Minutes,0,6
R_4N0rpRllPWfdATn,Study 2,Music,3,6
R_1LBsIlwZc9pc1N7,Study 2,Money,3,6
R_1LBsIlwZc9pc1N7,Study 2,Space,3,6
R_1LBsIlwZc9pc1N7,Study 2,Chocolate,3,6
R_1LBsIlwZc9pc1N7,Study 2,Baby carrots,3,6
R_1LBsIlwZc9pc1N7,Study 2,Ramen,3,6
R_1LBsIlwZc9pc1N7,Study 2,Bic pen,3,6
R_1LBsIlwZc9pc1N7,Study 2,Minutes,3,6
R_1LBsIlwZc9pc1N7,Study 2,Music,3,6
R_1IRb3oF2mIXtCog,Study 2,Money,3,6
R_1IRb3oF2mIXtCog,Study 2,Space,2,6
R_1IRb3oF2mIXtCog,Study 2,Chocolate,5,6
R_1IRb3oF2mIXtCog,Study 2,Baby carrots,4,6
R_1IRb3oF2mIXtCog,Study 2,Ramen,3,6
R_1IRb3oF2mIXtCog,Study 2,Bic pen,5,6
R_1IRb3oF2mIXtCog,Study 2,Minutes,3,6
R_1IRb3oF2mIXtCog,Study 2,Music,3,6
R_Z2yBAS3S9DJyc93,Study 2,Money,3,6
R_Z2yBAS3S9DJyc93,Study 2,Space,3,6
R_Z2yBAS3S9DJyc93,Study 2,Chocolate,3,6
R_Z2yBAS3S9DJyc93,Study 2,Baby carrots,3,6
R_Z2yBAS3S9DJyc93,Study 2,Ramen,3,6
R_Z2yBAS3S9DJyc93,Study 2,Bic pen,3,6
R_Z2yBAS3S9DJyc93,Study 2,Minutes,3,6
R_Z2yBAS3S9DJyc93,Study 2,Music,3,6
R_R4CsdyKjKv6YOFH,Study 2,Money,0,6
R_R4CsdyKjKv6YOFH,Study 2,Space,2,6
R_R4CsdyKjKv6YOFH,Study 2,Chocolate,1,6
R_R4CsdyKjKv6YOFH,Study 2,Baby carrots,3,6
R_R4CsdyKjKv6YOFH,Study 2,Ramen,3,6
R_R4CsdyKjKv6YOFH,Study 2,Bic pen,3,6
R_R4CsdyKjKv6YOFH,Study 2,Minutes,2,6
R_R4CsdyKjKv6YOFH,Study 2,Music,3,6
R_11gsKTvUWbE8h72,Study 2,Money,3,6
R_11gsKTvUWbE8h72,Study 2,Space,3,6
R_11gsKTvUWbE8h72,Study 2,Chocolate,3,6
R_11gsKTvUWbE8h72,Study 2,Baby carrots,3,6
R_11gsKTvUWbE8h72,Study 2,Ramen,4,6
R_11gsKTvUWbE8h72,Study 2,Bic pen,3,6
R_11gsKTvUWbE8h72,Study 2,Minutes,3,6
R_11gsKTvUWbE8h72,Study 2,Music,5,6
R_3IcpH1dm61iFCCa,Study 2,Money,3,6
R_3IcpH1dm61iFCCa,Study 2,Space,3,6
R_3IcpH1dm61iFCCa,Study 2,Chocolate,2,6
R_3IcpH1dm61iFCCa,Study 2,Baby carrots,3,6
R_3IcpH1dm61iFCCa,Study 2,Ramen,2,6
R_3IcpH1dm61iFCCa,Study 2,Bic pen,2,6
R_3IcpH1dm61iFCCa,Study 2,Minutes,3,6
R_3IcpH1dm61iFCCa,Study 2,Music,2,6
R_1r2HFsG5o21GOC1,Study 2,Money,3,6
R_1r2HFsG5o21GOC1,Study 2,Space,3,6
R_1r2HFsG5o21GOC1,Study 2,Chocolate,3,6
R_1r2HFsG5o21GOC1,Study 2,Baby carrots,3,6
R_1r2HFsG5o21GOC1,Study 2,Ramen,3,6
R_1r2HFsG5o21GOC1,Study 2,Bic pen,3,6
R_1r2HFsG5o21GOC1,Study 2,Minutes,3,6
R_1r2HFsG5o21GOC1,Study 2,Music,3,6
R_1jprEtWiYiiaPXu,Study 2,Money,0,6
R_1jprEtWiYiiaPXu,Study 2,Space,3,6
R_1jprEtWiYiiaPXu,Study 2,Chocolate,3,6
R_1jprEtWiYiiaPXu,Study 2,Baby carrots,3,6
R_1jprEtWiYiiaPXu,Study 2,Ramen,3,6
R_1jprEtWiYiiaPXu,Study 2,Bic pen,5,6
R_1jprEtWiYiiaPXu,Study 2,Minutes,0,6
R_1jprEtWiYiiaPXu,Study 2,Music,0,6
R_ZBFncf9gjYI2rSh,Study 2,Money,3,6
R_ZBFncf9gjYI2rSh,Study 2,Space,3,6
R_ZBFncf9gjYI2rSh,Study 2,Chocolate,3,6
R_ZBFncf9gjYI2rSh,Study 2,Baby carrots,3,6
R_ZBFncf9gjYI2rSh,Study 2,Ramen,3,6
R_ZBFncf9gjYI2rSh,Study 2,Bic pen,3,6
R_ZBFncf9gjYI2rSh,Study 2,Minutes,3,6
R_ZBFncf9gjYI2rSh,Study 2,Music,3,6
R_1l9LMctpQTFJVIB,Study 2,Money,3,6
R_1l9LMctpQTFJVIB,Study 2,Space,3,6
R_1l9LMctpQTFJVIB,Study 2,Chocolate,3,6
R_1l9LMctpQTFJVIB,Study 2,Baby carrots,3,6
R_1l9LMctpQTFJVIB,Study 2,Ramen,3,6
R_1l9LMctpQTFJVIB,Study 2,Bic pen,3,6
R_1l9LMctpQTFJVIB,Study 2,Minutes,3,6
R_1l9LMctpQTFJVIB,Study 2,Music,3,6
R_1E6eL6niy2ip6sH,Study 2,Money,0,6
R_1E6eL6niy2ip6sH,Study 2,Space,3,6
R_1E6eL6niy2ip6sH,Study 2,Chocolate,4,6
R_1E6eL6niy2ip6sH,Study 2,Baby carrots,6,6
R_1E6eL6niy2ip6sH,Study 2,Ramen,4,6
R_1E6eL6niy2ip6sH,Study 2,Bic pen,1,6
R_1E6eL6niy2ip6sH,Study 2,Minutes,3,6
R_1E6eL6niy2ip6sH,Study 2,Music,3,6
R_bvzmqfeVv9fxbSV,Study 2,Money,3,6
R_bvzmqfeVv9fxbSV,Study 2,Space,3,6
R_bvzmqfeVv9fxbSV,Study 2,Chocolate,3,6
R_bvzmqfeVv9fxbSV,Study 2,Baby carrots,3,6
R_bvzmqfeVv9fxbSV,Study 2,Ramen,6,6
R_bvzmqfeVv9fxbSV,Study 2,Bic pen,3,6
R_bvzmqfeVv9fxbSV,Study 2,Minutes,3,6
R_bvzmqfeVv9fxbSV,Study 2,Music,3,6
R_2f24D9tnHw6snRZ,Study 2,Money,3,6
R_2f24D9tnHw6snRZ,Study 2,Space,3,6
R_2f24D9tnHw6snRZ,Study 2,Chocolate,5,6
R_2f24D9tnHw6snRZ,Study 2,Baby carrots,4,6
R_2f24D9tnHw6snRZ,Study 2,Ramen,0,6
R_2f24D9tnHw6snRZ,Study 2,Bic pen,3,6
R_2f24D9tnHw6snRZ,Study 2,Minutes,4,6
R_2f24D9tnHw6snRZ,Study 2,Music,3,6
R_3HvHN4uMWN7F7qu,Study 2,Money,3,6
R_3HvHN4uMWN7F7qu,Study 2,Space,3,6
R_3HvHN4uMWN7F7qu,Study 2,Chocolate,3,6
R_3HvHN4uMWN7F7qu,Study 2,Baby carrots,0,6
R_3HvHN4uMWN7F7qu,Study 2,Ramen,3,6
R_3HvHN4uMWN7F7qu,Study 2,Bic pen,3,6
R_3HvHN4uMWN7F7qu,Study 2,Minutes,3,6
R_3HvHN4uMWN7F7qu,Study 2,Music,3,6
R_3fdTJSrvY1WYL4O,Study 2,Money,0,6
R_3fdTJSrvY1WYL4O,Study 2,Space,5,6
R_3fdTJSrvY1WYL4O,Study 2,Chocolate,5,6
R_3fdTJSrvY1WYL4O,Study 2,Baby carrots,5,6
R_3fdTJSrvY1WYL4O,Study 2,Ramen,5,6
R_3fdTJSrvY1WYL4O,Study 2,Bic pen,5,6
R_3fdTJSrvY1WYL4O,Study 2,Minutes,3,6
R_3fdTJSrvY1WYL4O,Study 2,Music,3,6
R_2z8YeVwhECAKDs9,Study 2,Money,2,6
R_2z8YeVwhECAKDs9,Study 2,Space,3,6
R_2z8YeVwhECAKDs9,Study 2,Chocolate,3,6
R_2z8YeVwhECAKDs9,Study 2,Baby carrots,3,6
R_2z8YeVwhECAKDs9,Study 2,Ramen,1,6
R_2z8YeVwhECAKDs9,Study 2,Bic pen,3,6
R_2z8YeVwhECAKDs9,Study 2,Minutes,3,6
R_2z8YeVwhECAKDs9,Study 2,Music,3,6
R_0rotWuYuXdcTrwJ,Study 2,Money,3,6
R_0rotWuYuXdcTrwJ,Study 2,Space,3,6
R_0rotWuYuXdcTrwJ,Study 2,Chocolate,6,6
R_0rotWuYuXdcTrwJ,Study 2,Baby carrots,3,6
R_0rotWuYuXdcTrwJ,Study 2,Ramen,6,6
R_0rotWuYuXdcTrwJ,Study 2,Bic pen,3,6
R_0rotWuYuXdcTrwJ,Study 2,Minutes,3,6
R_0rotWuYuXdcTrwJ,Study 2,Music,3,6
R_C4th3xG9oqE8jE5,Study 2,Money,3,6
R_C4th3xG9oqE8jE5,Study 2,Space,3,6
R_C4th3xG9oqE8jE5,Study 2,Chocolate,3,6
R_C4th3xG9oqE8jE5,Study 2,Baby carrots,6,6
R_C4th3xG9oqE8jE5,Study 2,Ramen,3,6
R_C4th3xG9oqE8jE5,Study 2,Bic pen,3,6
R_C4th3xG9oqE8jE5,Study 2,Minutes,3,6
R_C4th3xG9oqE8jE5,Study 2,Music,3,6
R_28TIu8GOZ7xW7yL,Study 2,Money,3,6
R_28TIu8GOZ7xW7yL,Study 2,Space,3,6
R_28TIu8GOZ7xW7yL,Study 2,Chocolate,3,6
R_28TIu8GOZ7xW7yL,Study 2,Baby carrots,3,6
R_28TIu8GOZ7xW7yL,Study 2,Ramen,3,6
R_28TIu8GOZ7xW7yL,Study 2,Bic pen,3,6
R_28TIu8GOZ7xW7yL,Study 2,Minutes,3,6
R_28TIu8GOZ7xW7yL,Study 2,Music,3,6
R_727tOKFd5oEcvtv,Study 2,Money,3,6
R_727tOKFd5oEcvtv,Study 2,Space,4,6
R_727tOKFd5oEcvtv,Study 2,Chocolate,5,6
R_727tOKFd5oEcvtv,Study 2,Baby carrots,5,6
R_727tOKFd5oEcvtv,Study 2,Ramen,5,6
R_727tOKFd5oEcvtv,Study 2,Bic pen,5,6
R_727tOKFd5oEcvtv,Study 2,Minutes,3,6
R_727tOKFd5oEcvtv,Study 2,Music,4,6
R_1gMdCm78gwaFOwK,Study 2,Money,2,6
R_1gMdCm78gwaFOwK,Study 2,Space,3,6
R_1gMdCm78gwaFOwK,Study 2,Chocolate,3,6
R_1gMdCm78gwaFOwK,Study 2,Baby carrots,1,6
R_1gMdCm78gwaFOwK,Study 2,Ramen,3,6
R_1gMdCm78gwaFOwK,Study 2,Bic pen,4,6
R_1gMdCm78gwaFOwK,Study 2,Minutes,3,6
R_1gMdCm78gwaFOwK,Study 2,Music,2,6
R_3kFV91M193rIUfu,Study 2,Money,1,6
R_3kFV91M193rIUfu,Study 2,Space,3,6
R_3kFV91M193rIUfu,Study 2,Chocolate,3,6
R_3kFV91M193rIUfu,Study 2,Baby carrots,3,6
R_3kFV91M193rIUfu,Study 2,Ramen,3,6
R_3kFV91M193rIUfu,Study 2,Bic pen,3,6
R_3kFV91M193rIUfu,Study 2,Minutes,3,6
R_3kFV91M193rIUfu,Study 2,Music,3,6
R_vHO099DERX76L2F,Study 2,Money,3,6
R_vHO099DERX76L2F,Study 2,Space,3,6
R_vHO099DERX76L2F,Study 2,Chocolate,5,6
R_vHO099DERX76L2F,Study 2,Baby carrots,3,6
R_vHO099DERX76L2F,Study 2,Ramen,3,6
R_vHO099DERX76L2F,Study 2,Bic pen,3,6
R_vHO099DERX76L2F,Study 2,Minutes,0,6
R_vHO099DERX76L2F,Study 2,Music,3,6
R_3g60PULmPDM4c4C,Study 2,Money,0,6
R_3g60PULmPDM4c4C,Study 2,Space,4,6
R_3g60PULmPDM4c4C,Study 2,Chocolate,5,6
R_3g60PULmPDM4c4C,Study 2,Baby carrots,6,6
R_3g60PULmPDM4c4C,Study 2,Ramen,3,6
R_3g60PULmPDM4c4C,Study 2,Bic pen,3,6
R_3g60PULmPDM4c4C,Study 2,Minutes,3,6
R_3g60PULmPDM4c4C,Study 2,Music,1,6
R_8CypQITJPDJglDb,Study 2,Money,3,6
R_8CypQITJPDJglDb,Study 2,Space,3,6
R_8CypQITJPDJglDb,Study 2,Chocolate,3,6
R_8CypQITJPDJglDb,Study 2,Baby carrots,3,6
R_8CypQITJPDJglDb,Study 2,Ramen,3,6
R_8CypQITJPDJglDb,Study 2,Bic pen,3,6
R_8CypQITJPDJglDb,Study 2,Minutes,3,6
R_8CypQITJPDJglDb,Study 2,Music,3,6
R_z8SxHitoP756zcd,Study 2,Money,0,6
R_z8SxHitoP756zcd,Study 2,Space,3,6
R_z8SxHitoP756zcd,Study 2,Chocolate,3,6
R_z8SxHitoP756zcd,Study 2,Baby carrots,3,6
R_z8SxHitoP756zcd,Study 2,Ramen,3,6
R_z8SxHitoP756zcd,Study 2,Bic pen,3,6
R_z8SxHitoP756zcd,Study 2,Minutes,3,6
R_z8SxHitoP756zcd,Study 2,Music,3,6
R_1o6Zb6umDxenAbk,Study 2,Money,3,6
R_1o6Zb6umDxenAbk,Study 2,Space,3,6
R_1o6Zb6umDxenAbk,Study 2,Chocolate,3,6
R_1o6Zb6umDxenAbk,Study 2,Baby carrots,3,6
R_1o6Zb6umDxenAbk,Study 2,Ramen,3,6
R_1o6Zb6umDxenAbk,Study 2,Bic pen,3,6
R_1o6Zb6umDxenAbk,Study 2,Minutes,3,6
R_1o6Zb6umDxenAbk,Study 2,Music,3,6
R_3h6H4k3NnW6Ewne,Study 2,Money,0,6
R_3h6H4k3NnW6Ewne,Study 2,Space,6,6
R_3h6H4k3NnW6Ewne,Study 2,Chocolate,2,6
R_3h6H4k3NnW6Ewne,Study 2,Baby carrots,3,6
R_3h6H4k3NnW6Ewne,Study 2,Ramen,4,6
R_3h6H4k3NnW6Ewne,Study 2,Bic pen,6,6
R_3h6H4k3NnW6Ewne,Study 2,Minutes,1,6
R_3h6H4k3NnW6Ewne,Study 2,Music,0,6
R_xrpQlqY6tgPTwpX,Study 2,Money,3,6
R_xrpQlqY6tgPTwpX,Study 2,Space,3,6
R_xrpQlqY6tgPTwpX,Study 2,Chocolate,3,6
R_xrpQlqY6tgPTwpX,Study 2,Baby carrots,3,6
R_xrpQlqY6tgPTwpX,Study 2,Ramen,3,6
R_xrpQlqY6tgPTwpX,Study 2,Bic pen,3,6
R_xrpQlqY6tgPTwpX,Study 2,Minutes,2,6
R_xrpQlqY6tgPTwpX,Study 2,Music,3,6
R_22CTQhJgLBuOiE9,Study 2,Money,3,6
R_22CTQhJgLBuOiE9,Study 2,Space,3,6
R_22CTQhJgLBuOiE9,Study 2,Chocolate,3,6
R_22CTQhJgLBuOiE9,Study 2,Baby carrots,3,6
R_22CTQhJgLBuOiE9,Study 2,Ramen,3,6
R_22CTQhJgLBuOiE9,Study 2,Bic pen,3,6
R_22CTQhJgLBuOiE9,Study 2,Minutes,3,6
R_22CTQhJgLBuOiE9,Study 2,Music,3,6
R_1ib63Du6oyvjWuB,Study 2,Money,0,6
R_1ib63Du6oyvjWuB,Study 2,Space,3,6
R_1ib63Du6oyvjWuB,Study 2,Chocolate,3,6
R_1ib63Du6oyvjWuB,Study 2,Baby carrots,2,6
R_1ib63Du6oyvjWuB,Study 2,Ramen,4,6
R_1ib63Du6oyvjWuB,Study 2,Bic pen,3,6
R_1ib63Du6oyvjWuB,Study 2,Minutes,3,6
R_1ib63Du6oyvjWuB,Study 2,Music,6,6
R_2wyi9dFYd8WgdYj,Study 2,Money,0,6
R_2wyi9dFYd8WgdYj,Study 2,Space,3,6
R_2wyi9dFYd8WgdYj,Study 2,Chocolate,4,6
R_2wyi9dFYd8WgdYj,Study 2,Baby carrots,4,6
R_2wyi9dFYd8WgdYj,Study 2,Ramen,0,6
R_2wyi9dFYd8WgdYj,Study 2,Bic pen,3,6
R_2wyi9dFYd8WgdYj,Study 2,Minutes,0,6
R_2wyi9dFYd8WgdYj,Study 2,Music,0,6
R_WomQTI87tcTAvTz,Study 2,Money,3,6
R_WomQTI87tcTAvTz,Study 2,Space,3,6
R_WomQTI87tcTAvTz,Study 2,Chocolate,6,6
R_WomQTI87tcTAvTz,Study 2,Baby carrots,2,6
R_WomQTI87tcTAvTz,Study 2,Ramen,4,6
R_WomQTI87tcTAvTz,Study 2,Bic pen,3,6
R_WomQTI87tcTAvTz,Study 2,Minutes,3,6
R_WomQTI87tcTAvTz,Study 2,Music,3,6
R_3kyOVGv02EBRDBX,Study 2,Money,0,6
R_3kyOVGv02EBRDBX,Study 2,Space,5,6
R_3kyOVGv02EBRDBX,Study 2,Chocolate,5,6
R_3kyOVGv02EBRDBX,Study 2,Baby carrots,5,6
R_3kyOVGv02EBRDBX,Study 2,Ramen,4,6
R_3kyOVGv02EBRDBX,Study 2,Bic pen,5,6
R_3kyOVGv02EBRDBX,Study 2,Minutes,0,6
R_3kyOVGv02EBRDBX,Study 2,Music,0,6
R_Pu3qE5D9BEjtQI1,Study 2,Money,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Space,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Chocolate,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Baby carrots,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Ramen,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Bic pen,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Minutes,3,6
R_Pu3qE5D9BEjtQI1,Study 2,Music,3,6
R_SE7E3tubKm8xESl,Study 2,Money,6,6
R_SE7E3tubKm8xESl,Study 2,Space,4,6
R_SE7E3tubKm8xESl,Study 2,Chocolate,4,6
R_SE7E3tubKm8xESl,Study 2,Baby carrots,5,6
R_SE7E3tubKm8xESl,Study 2,Ramen,2,6
R_SE7E3tubKm8xESl,Study 2,Bic pen,2,6
R_SE7E3tubKm8xESl,Study 2,Minutes,5,6
R_SE7E3tubKm8xESl,Study 2,Music,3,6
R_brAu07palY39Tcl,Study 2,Money,4,6
R_brAu07palY39Tcl,Study 2,Space,3,6
R_brAu07palY39Tcl,Study 2,Chocolate,4,6
R_brAu07palY39Tcl,Study 2,Baby carrots,3,6
R_brAu07palY39Tcl,Study 2,Ramen,4,6
R_brAu07palY39Tcl,Study 2,Bic pen,5,6
R_brAu07palY39Tcl,Study 2,Minutes,3,6
R_brAu07palY39Tcl,Study 2,Music,4,6
R_3RexQ0nqDcgqIs5,Study 2,Money,3,6
R_3RexQ0nqDcgqIs5,Study 2,Space,4,6
R_3RexQ0nqDcgqIs5,Study 2,Chocolate,3,6
R_3RexQ0nqDcgqIs5,Study 2,Baby carrots,3,6
R_3RexQ0nqDcgqIs5,Study 2,Ramen,2,6
