ID,period,resource,score,donation,ID_ses,payoff,timestamp,session,session_comment,cqtrials,age,gender,bidtissue,regrettissue,socnorm,desirability,dmu,fung,perish,bid,buy
ci2fiwj4,1,Pen,49,3,634,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.3,no,7,5,3,2,2,0.5,FALSE
fdrqp17d,1,Pen,55,8,473,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,22,Female,0.3,no,4,1,1,5,7,0.2,FALSE
tsy7pya3,1,Pen,69,5,131,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,2,20,Female,0.1,no,1,1,4,7,6,0.7,FALSE
3ob35yp1,1,Pen,30,2,536,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.05,no,4,2,4,5,1,0.1,FALSE
wk8j3j8a,1,Pen,34,5,281,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,3,20,Male,0.1,no,4,1,4,4,4,0.1,FALSE
h0dkciwq,1,Pen,12,0,300,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0.1,no,5,1,4,7,1,0.5,FALSE
s41hwoal,1,Pen,67,5,680,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,18,Male,0.2,no,4,1,1,5,2,0.8,FALSE
7ob8hyqd,1,Pen,24,3,451,0,2023-03-27T14:02:49Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.5,no,4,4,4,3,1,0.1,FALSE
wd6p6hat,1,Pen,32,5,259,0,2023-03-27T14:02:50Z,jtfig3oe,subject number 672 did not really speak French!,1,23,Female,0.4,no,5,3,4,4,3,0.5,FALSE
l3momwsw,1,Pen,34,4,397,0,2023-03-27T14:02:52Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0,no,3,3,2,3,6,0,FALSE
2ut3u9rq,1,Pen,19,2,672,0,2023-03-27T14:03:15Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Female,0.3,no,4,1,1,2,2,0.1,FALSE
t13psiaz,1,Money,68,0,609,10,2023-03-28T07:59:42Z,z966e3ve,NA,1,25,Female,0.1,no,2,7,4,7,1,NA,NA
1dxwwwrc,1,Money,28,0,579,0,2023-03-28T07:59:43Z,z966e3ve,NA,1,20,Female,0.5,no,6,7,6,7,5,NA,NA
m7ek7rep,1,Money,127,2,103,8,2023-03-28T07:59:43Z,z966e3ve,NA,1,32,Female,0,no,7,7,7,1,1,NA,NA
shpx2uuh,1,Money,51,3,300,3,2023-03-28T07:59:44Z,z966e3ve,NA,1,19,Male,0.05,no,5,6,7,7,2,NA,NA
ctp1wu6a,1,Money,45,5,110,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,23,Male,0.3,no,4,6,4,7,1,NA,NA
qv7ncrz5,1,Money,41,0,816,10,2023-03-28T07:59:45Z,z966e3ve,NA,3,22,Female,0.15,no,3,4,4,7,7,NA,NA
acgd3coe,1,Money,58,2,397,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,5,7,4,7,1,NA,NA
mpj7l40k,1,Money,19,0,634,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,1,7,4,7,6,NA,NA
z3gjkujc,1,Money,26,0,451,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,19,Male,0.1,no,2,6,4,6,1,NA,NA
x2v654u7,1,Money,54,3,145,5.5,2023-03-28T07:59:46Z,z966e3ve,NA,1,20,Female,0.5,no,5,5,7,7,1,NA,NA
yr5zlab9,1,Money,59,0,157,10,2023-03-28T07:59:47Z,z966e3ve,NA,2,24,Female,0.4,no,4,7,4,7,1,NA,NA
7hcgizzf,1,Money,87,0,259,10,2023-03-28T07:59:47Z,z966e3ve,NA,1,21,Female,0.2,no,4,6,4,7,1,NA,NA
04rz8abq,1,Money,34,5,238,5,2023-03-28T07:59:47Z,z966e3ve,NA,1,19,Male,0,no,2,7,4,4,5,NA,NA
2gmhvgvy,1,Money,27,5,341,5,2023-03-28T07:59:47Z,z966e3ve,NA,3,19,Female,0,no,6,6,5,7,4,NA,NA
11nb7rps,1,Money,72,3,615,5.5,2023-03-28T07:59:48Z,z966e3ve,NA,1,18,Female,0.5,yes,4,7,6,6,1,NA,NA
0yp7wl9q,1,Money,44,3,319,-0.6,2023-03-28T07:59:48Z,z966e3ve,NA,2,22,Male,0.7,no,3,6,3,7,3,NA,NA
2925mnju,1,Money,53,4,281,5.4,2023-03-28T07:59:49Z,z966e3ve,NA,1,22,Male,0.7,no,1,4,5,7,3,NA,NA
pvtq4obp,1,Money,52,3,217,3,2023-03-28T07:59:49Z,z966e3ve,NA,3,22,Female,0.2,no,6,7,6,6,1,NA,NA
tfncumft,1,Money,89,3,131,2,2023-03-28T07:59:49Z,z966e3ve,NA,1,20,Male,0.5,no,5,7,4,7,7,NA,NA
6wznhq7a,1,Money,40,0,825,4,2023-03-28T07:59:50Z,z966e3ve,NA,2,23,Male,0.3,no,1,7,7,7,1,NA,NA
tqjdr4ka,1,Time,85,10,523,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,20,Male,0.1,no,1,1,1,7,7,0,FALSE
phw2n9c4,1,Time,43,0,904,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,18,Male,0,no,5,6,7,7,7,0,FALSE
pfmz8zsq,1,Time,53,0,341,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,21,Male,0,no,3,5,4,7,6,0,FALSE
977vdlvz,1,Time,53,7,131,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,19,Female,0.1,no,1,1,1,7,7,0,FALSE
rrcr2lwe,1,Time,38,0,382,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,3,19,Male,0,no,1,3,1,3,1,0,FALSE
rr36mrxd,1,Time,58,3,259,0,2023-03-28T10:00:32Z,ukc8h7c8,NA,2,22,Male,0.1,no,5,5,7,7,7,0,FALSE
vm4rys0v,1,Time,56,2,238,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,2,25,Male,0.2,no,6,5,7,7,2,1,FALSE
aw3rs1qk,1,Time,66,5,110,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,1,18,Female,0,no,7,3,4,7,7,0,FALSE
7xd8fhh7,1,Time,31,0,397,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Female,0,no,1,7,7,1,7,0,FALSE
61ydz158,1,Time,63,5,300,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,2,21,Female,0.3,no,4,3,5,7,7,0.3,FALSE
74ad9nz9,1,Time,18,3,319,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Male,0.2,no,1,1,4,7,1,0,FALSE
g7emupg5,1,Time,50,2,672,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Female,0,no,1,3,5,7,1,0.5,FALSE
s5wc1l3b,1,Time,19,6,961,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,23,Other,0,no,2,4,1,1,4,0,FALSE
ksoaofp3,1,Time,52,5,473,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,21,Female,0,no,1,1,3,2,7,0,FALSE
zyh88wzi,1,Time,30,5,609,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Male,0.1,no,2,1,4,7,1,0,FALSE
vvi1p9ye,1,Time,8,0,451,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,22,Male,0,no,1,6,6,6,4,0,FALSE
7yi2rv1p,1,Time,26,3,634,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,20,Male,0.1,no,4,2,1,7,1,0,FALSE
r06ctuwp,1,Time,25,3,615,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,28,Female,0.1,no,5,4,5,6,1,0.25,FALSE
ed6f5uok,1,Time,60,3,752,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,27,Male,0.1,no,6,6,7,6,1,0.75,FALSE
0jsc149c,1,Time,23,1,816,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,19,Female,0.2,no,4,4,5,6,2,0,FALSE
o826fno0,1,Time,41,4,103,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,7,5,7,7,7,0,FALSE
pz1jh8nf,1,Time,19,2,145,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,4,4,4,3,7,0,FALSE
6w4u2ck2,1,Time,24,5,281,0,2023-03-28T10:00:38Z,ukc8h7c8,NA,3,24,Female,0.1,no,2,4,6,5,1,1,FALSE
0wnrm4hb,1,Time,45,5,913,0,2023-03-28T10:00:39Z,ukc8h7c8,NA,1,19,Female,0.1,no,7,4,4,4,7,0.1,FALSE
cenmmxqd,1,Time,15,0,157,0,2023-03-28T10:00:40Z,ukc8h7c8,NA,3,18,Female,0,no,1,1,7,7,7,0,FALSE
zk2ot6ow,1,Time,12,0,536,0,2023-03-28T10:00:41Z,ukc8h7c8,NA,1,21,Female,0,no,1,3,5,7,7,0,FALSE
fv75g5w7,1,Time,53,5,217,-0.6,2023-03-28T10:00:45Z,ukc8h7c8,NA,1,19,Male,0.6,yes,4,5,5,7,7,0,FALSE
x0wpujz3,1,Time,18,2,825,0,2023-03-28T10:01:17Z,ukc8h7c8,NA,1,22,Male,0.1,no,6,5,7,7,7,0.5,FALSE
m2hfzvvk,2,Food,40,3,451,8,2023-03-23T16:00:40Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,21,Female,0.1,no,3,5,5,3,2,0.1,FALSE
owuxiq18,2,Food,58,4,402,7.4,2023-03-23T16:00:48Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,22,Male,0.6,no,7,4,3,2,7,0.2,FALSE
qyvp6o6k,2,Food,93,0,217,10,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Female,0.1,no,6,5,5,2,4,0.2,FALSE
iz0of12s,2,Food,18,0,319,10,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.08,no,6,5,5,1,7,1.2,FALSE
b2622qo7,2,Food,46,0,382,0,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,23,Male,0,no,6,2,1,1,7,0.2,FALSE
9tl30n4x,2,Food,55,5,145,7,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.5,no,5,6,3,2,5,0.3,FALSE
xh0hueex,2,Food,26,0,523,0,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,19,Female,0.1,no,4,7,3,1,7,0.3,FALSE
ddyrmskn,2,Food,110,5,615,5,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,23,Female,0.3,no,7,5,4,4,2,0.8,FALSE
1i0s21mj,2,Food,82,5,157,4.4,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Female,0.8,no,5,6,5,2,6,0.5,FALSE
8wgnfyn9,2,Food,88,2,634,8,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Male,0.2,no,4,5,3,1,5,0.8,FALSE
x69maqa0,2,Food,40,4,281,10,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Male,0,no,7,2,4,2,6,0,FALSE
tid1nbzg,2,Food,76,5,259,6,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,18,Female,0.4,no,7,2,2,4,5,1,FALSE
21f05xy1,2,Food,54,2,536,5,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.1,no,6,5,2,4,6,0.4,FALSE
9ekvyb87,2,Food,60,5,672,2,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Male,0.5,no,6,2,4,5,6,0.7,FALSE
fwc1oa4t,2,Food,55,0,238,3,2023-03-23T16:00:54Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0,no,7,5,6,1,6,0.1,FALSE
igwwixlo,2,Food,64,0,609,10,2023-03-23T16:00:54Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,23,Female,0,no,7,6,1,1,7,0.2,FALSE
qh08clg2,2,Food,46,1,300,2,2023-03-23T16:00:55Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Male,0.2,no,2,5,3,1,6,0.3,FALSE
2zz6m2il,2,Food,59,0,473,0,2023-03-23T16:00:55Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Female,0,no,6,7,7,1,7,1,FALSE
uzdo5ae3,2,Food,0,0,397,0,2023-03-23T16:00:56Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,29,Male,0,no,5,1,1,1,7,0,FALSE
fbb5mwj0,2,Food,34,0,579,2.9,2023-03-23T16:00:56Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,18,Other,2,no,6,6,3,1,5,2,TRUE
a8ctbe82,2,Food,13,0,341,2,2023-03-23T16:00:58Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",3,33,Male,0.15,no,1,4,1,3,6,0.4,FALSE
bctb4gar,2,Food,19,5,131,4,2023-03-23T16:00:59Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,22,Female,0.2,no,6,6,3,2,7,0.8,FALSE
oeu12o8p,2,Water,54,4,145,0,2023-03-28T12:01:46Z,mh3kdc5t,NA,3,20,Female,0.1,no,1,1,2,1,2,0.1,FALSE
t6zpt78f,2,Water,50,5,777,0,2023-03-28T12:01:53Z,mh3kdc5t,NA,1,22,Male,0,no,7,5,1,1,7,0.4,FALSE
m7v1toqt,2,Water,71,3,300,0,2023-03-28T12:01:54Z,mh3kdc5t,NA,1,21,Male,0.1,no,1,5,1,1,7,0.3,FALSE
ji3vau6q,2,Water,72,0,473,0,2023-03-28T12:01:54Z,mh3kdc5t,NA,1,22,Male,0,no,5,5,3,2,6,0.1,FALSE
uwjx0juy,2,Water,47,3,904,0,2023-03-28T12:01:55Z,mh3kdc5t,NA,1,22,Male,0.4,no,1,1,1,1,7,0.9,FALSE
owzbyaif,2,Water,65,2,110,0,2023-03-28T12:01:56Z,mh3kdc5t,NA,1,23,Male,0.3,no,1,5,3,4,3,0.4,FALSE
cuhf50er,2,Water,73,4,536,0,2023-03-28T12:01:57Z,mh3kdc5t,NA,2,22,Male,0.2,no,3,3,3,4,5,0,FALSE
qh0b92qm,2,Water,84,4,816,0,2023-03-28T12:01:57Z,mh3kdc5t,NA,2,21,Male,0.1,no,7,2,1,1,3,0.2,FALSE
g0r0jj2x,2,Water,65,4,451,0,2023-03-28T12:01:58Z,mh3kdc5t,NA,1,18,Female,0.5,no,5,4,4,2,7,0.6,FALSE
0ao3e9lq,2,Water,31,5,402,0,2023-03-28T12:02:00Z,mh3kdc5t,NA,1,19,Female,0,no,6,1,1,2,7,0,FALSE
qul2tqrv,2,Water,32,5,103,0,2023-03-28T12:02:00Z,mh3kdc5t,NA,1,23,Female,0.1,no,5,5,3,2,6,0,FALSE
2ips1jl4,2,Water,20,5,680,-0.6,2023-03-28T12:02:02Z,mh3kdc5t,NA,2,20,Female,1.1,yes,3,4,4,6,4,0.1,FALSE
76bkgk1y,2,Water,45,3,752,0,2023-03-28T12:02:03Z,mh3kdc5t,NA,1,20,Female,0,no,7,2,7,6,2,0.1,FALSE
6oqcj3wl,2,Water,37,5,748,0,2023-03-28T12:02:04Z,mh3kdc5t,NA,1,20,Female,0.3,no,5,5,6,5,4,0.1,FALSE
3mdcukje,2,Money,44,1,145,0,2023-03-24T10:59:49Z,xit6phor,RAS,1,20,Female,0.2,no,3,4,4,7,2,NA,NA
7zcyszqy,2,Money,44,0,451,10,2023-03-24T10:59:49Z,xit6phor,RAS,1,22,Male,0,no,2,7,4,7,2,NA,NA
nliw48u1,2,Money,94,0,382,10,2023-03-24T10:59:49Z,xit6phor,RAS,1,21,Female,0,no,4,7,4,7,7,NA,NA
7qaqfwo3,2,Money,62,0,672,0,2023-03-24T10:59:54Z,xit6phor,RAS,1,20,Female,0.15,no,2,7,4,7,7,NA,NA
ejtji3kj,2,Money,64,1,319,0,2023-03-24T10:59:55Z,xit6phor,RAS,1,27,Female,0.5,no,5,7,4,7,1,NA,NA
v7gu3sua,2,Money,141,0,615,10,2023-03-24T10:59:55Z,xit6phor,RAS,1,20,Male,0,no,1,7,4,7,1,NA,NA
tgrqgd60,2,Money,61,0,397,10,2023-03-24T10:59:58Z,xit6phor,RAS,1,22,Female,0.25,no,7,7,4,1,1,NA,NA
q9meur1z,2,Money,57,0,259,10,2023-03-24T10:59:58Z,xit6phor,RAS,2,20,Male,0.2,no,4,6,4,7,2,NA,NA
h427e23s,2,Money,22,0,281,0,2023-03-24T11:00:01Z,xit6phor,RAS,3,27,Female,0.3,no,1,6,4,7,7,NA,NA
7ypzuz32,2,Money,30,0,893,0,2023-03-24T11:00:01Z,xit6phor,RAS,1,27,Male,0,no,1,7,4,3,1,NA,NA
nv3e82os,2,Money,45,0,110,0,2023-03-24T11:00:01Z,xit6phor,RAS,1,18,Female,0,no,2,7,4,7,1,NA,NA
epbp778v,2,Money,30,0,131,0,2023-03-24T11:00:03Z,xit6phor,RAS,1,24,Male,0,no,5,6,4,7,1,NA,NA
sp1xn2bu,2,Money,65,5,473,5,2023-03-24T11:00:04Z,xit6phor,RAS,2,21,Male,0.5,no,3,5,4,7,1,NA,NA
stignrdy,2,Money,33,0,634,4.4,2023-03-24T11:00:04Z,xit6phor,RAS,1,20,Female,0.8,yes,2,7,7,7,1,NA,NA
19oel8s7,2,Money,56,0,103,10,2023-03-24T11:00:05Z,xit6phor,RAS,2,20,Other,0.2,no,5,6,5,6,1,NA,NA
cet4765u,2,Money,60,2,579,8,2023-03-24T11:00:07Z,xit6phor,RAS,3,23,Male,0.3,no,2,6,6,7,4,NA,NA
07uq90ge,2,Money,64,0,523,10,2023-03-24T11:00:07Z,xit6phor,RAS,2,22,Other,0.2,no,6,7,6,7,3,NA,NA
rg4qrb25,2,Money,52,5,300,0,2023-03-24T11:00:08Z,xit6phor,RAS,2,25,Female,0.1,no,4,5,4,6,2,NA,NA
mnzt02sm,2,Money,38,3,238,2,2023-03-24T11:00:08Z,xit6phor,RAS,1,31,Female,0.1,no,1,6,6,7,1,NA,NA
r38hnu2q,2,Money,66,0,157,10,2023-03-24T11:00:10Z,xit6phor,RAS,2,29,Female,0,no,3,7,4,7,7,NA,NA
9apavdko,2,Money,72,0,217,9.4,2023-03-24T13:00:57Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Male,1.1,no,6,7,4,7,4,NA,NA
1zv42l2i,2,Money,44,0,157,4.4,2023-03-24T13:01:03Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0.6,no,2,7,7,7,1,NA,NA
ommn2dez,2,Money,67,5,536,5,2023-03-24T13:01:04Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,23,Other,0.1,no,2,6,4,7,2,NA,NA
khlclpkw,2,Money,52,0,893,10,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Female,0,no,2,7,5,6,1,NA,NA
e5l2chrb,2,Money,52,3,238,0,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0.5,no,5,7,5,7,2,NA,NA
m8jgukx8,2,Money,70,0,145,10,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Female,0.1,no,7,3,4,7,1,NA,NA
kqfnk5a6,2,Money,50,0,523,3,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Female,0.1,no,6,7,7,7,2,NA,NA
hm0bpqlh,2,Money,74,0,103,5,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0,no,2,7,5,7,1,NA,NA
a6y9ef4p,2,Money,52,2,300,0,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Male,0.4,no,7,7,7,7,5,NA,NA
6ikmntch,2,Money,27,0,319,2,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0.1,no,5,7,7,7,1,NA,NA
7zla5ugb,2,Money,84,5,825,5,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Male,0.4,no,2,7,4,7,1,NA,NA
100o2hlf,2,Money,33,0,451,10,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0,no,1,7,6,7,2,NA,NA
13n23f5i,2,Money,35,2,131,8,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.1,no,6,6,7,7,2,NA,NA
9bwanaqz,2,Money,47,0,382,10,2023-03-24T13:01:08Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0.2,no,5,7,7,3,1,NA,NA
en7ol5v3,2,Money,45,1,473,0,2023-03-24T13:01:09Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0,no,7,7,7,7,7,NA,NA
5as6k011,2,Money,75,4,672,4,2023-03-24T13:01:10Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,20,Female,0,no,2,7,4,7,5,NA,NA
bln3laua,2,Money,100,0,634,10,2023-03-24T13:01:10Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,21,Female,0,no,6,7,7,7,1,NA,NA
as28j8ve,2,Money,30,2,864,0,2023-03-24T13:01:13Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.1,no,2,7,4,7,1,NA,NA
u8aqnz4m,2,Money,17,2,579,-0.6,2023-03-24T13:01:14Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,19,Male,1.5,yes,7,7,7,3,7,NA,NA
0qxwk97n,2,Money,85,5,402,4.4,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,23,Female,0.9,no,1,7,6,7,7,NA,NA
bqsxu1xy,2,Money,67,0,615,5,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.2,no,3,7,7,7,4,NA,NA
iv52n302,2,Money,95,3,259,7,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Female,0.5,no,2,7,7,7,1,NA,NA
6ov9v3hx,2,Money,84,4,397,6,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,22,Female,0.1,no,6,7,5,7,1,NA,NA
5imbxol7,2,Money,33,5,281,-0.6,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,24,Female,0.8,no,1,4,4,4,4,NA,NA
ny7pjl5v,2,Money,55,5,341,1,2023-03-24T13:01:21Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,19,Female,0.4,no,2,4,4,6,5,NA,NA
ntahcvv0,2,Money,55,1,110,9,2023-03-24T13:01:22Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,27,Male,0.5,no,7,7,4,1,7,NA,NA
s1c132wz,2,Time,97,0,259,0,2023-03-27T08:00:15Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,21,Male,0.4,no,2,2,4,6,7,0,FALSE
ox8hnfpw,2,Time,40,5,523,-0.6,2023-03-27T08:00:16Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,24,Female,0.8,no,7,7,7,7,7,0.1,FALSE
egh938mf,2,Time,34,5,777,0,2023-03-27T08:00:18Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,24,Female,0.1,no,7,7,6,7,7,0.5,FALSE
51w2c7en,2,Time,35,0,451,-0.6,2023-03-27T08:00:18Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,22,Male,1.1,no,4,2,6,3,1,0,FALSE
aiu5t33s,2,Time,83,5,397,0,2023-03-27T08:00:19Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Male,0.25,no,7,6,2,7,7,0.1,FALSE
5enrece4,2,Time,79,5,825,0,2023-03-27T08:00:19Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,23,Other,0.5,no,4,5,6,7,7,1,FALSE
kttqoomo,2,Time,96,0,382,0,2023-03-27T08:00:20Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Female,0.1,no,4,3,5,7,4,0.1,FALSE
vktc4s2a,2,Time,57,4,281,0,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,22,Female,0.2,no,1,3,4,7,1,0.1,FALSE
ukv46jkp,2,Time,23,2,341,-0.6,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Male,1.89,yes,1,7,7,7,1,0.1,FALSE
njdhgnl6,2,Time,67,5,131,0,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,25,Other,0.05,no,7,4,4,6,7,0,FALSE
e74onooy,2,Time,48,0,634,0,2023-03-27T08:00:22Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,20,Male,0,no,1,5,4,7,7,0,FALSE
7n7i5dv0,2,Time,17,2,157,-0.6,2023-03-27T08:00:22Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,28,Female,1,no,4,3,4,4,4,0.9,FALSE
